FFL_num	FFL_XYZ	ave	reg	XY	XZ	YZ
000100110: 984 10 1	YDL090C YIL101C YLR403W	115.109	+|?|binding enriched	117.219	158.042	70.066
000100110: 985 277 173	YBR181C YIL036W YML007W	76.333	binding enriched|binding enriched|+	51.32	97.149	80.53
000100110: 985 248 173	YBR181C YJR127C YML007W	77.5073333333	binding enriched|binding enriched|binding enriched	69.976	97.149	65.397
000100110: 985 248 10	YBR181C YJR127C YIL101C	47.7136666667	binding enriched|binding enriched|binding enriched	23.87	53.874	65.397
000100110: 985 175 10	YBR181C YGL073W YIL101C	47.489	binding enriched|binding enriched|+	31.343	53.874	57.25
000100110: 985 175 1	YBR181C YGL073W YLR403W	79.969	?|+|+	99.523	83.134	57.25
000100110: 985 173 175	YBR181C YML007W YGL073W	80.028	+|+|binding enriched	85.685	57.25	97.149
000100110: 985 173 10	YBR181C YML007W YIL101C	71.4263333333	binding enriched|binding enriched|binding enriched	63.256	53.874	97.149
000100110: 985 173 1	YBR181C YML007W YLR403W	118.043666667	?|+|binding enriched	173.848	83.134	97.149
000100110: 985 86 1	YBR181C YLR223C YLR403W	62.6686666667	+|+|bound	27.878	83.134	76.994
000100110: 985 44 81	YBR181C YDR259C YJL127C	92.643	?|+|binding enriched	111.077	93.117	73.735
000100110: 985 44 49	YBR181C YDR259C YNL216W	77.476	binding enriched|binding enriched|binding enriched	75.83	82.863	73.735
000100110: 985 44 10	YBR181C YDR259C YIL101C	72.174	binding enriched|binding enriched|binding enriched	88.913	53.874	73.735
000100110: 985 10 1	YBR181C YIL101C YLR403W	84.7423333333	+|+|binding enriched	117.219	83.134	53.874
000100110: 986 387 218	YDR258C YGR116W YDR463W	75.4513333333	binding enriched|binding enriched|binding enriched	94.763	35.339	96.252
000100110: 986 387 59	YDR258C YGR116W YPR086W	79.5286666667	binding enriched|binding enriched|binding enriched	81.974	60.36	96.252
000100110: 986 387 55	YDR258C YGR116W YER159C	78.7086666667	binding enriched|binding enriched|binding enriched	58.751	81.123	96.252
000100110: 986 175 218	YDR258C YGL073W YDR463W	80.2446666667	binding enriched|binding enriched|+	98.319	35.339	107.076
000100110: 986 175 59	YDR258C YGL073W YPR086W	85.7296666667	binding enriched|binding enriched|+	89.753	60.36	107.076
000100110: 986 14 175	YDR258C YDR397C YGL073W	83.053	+|+|binding enriched	111.594	107.076	30.489
000100110: 988 387 218	YBR071W YGR116W YDR463W	71.3333333333	binding enriched|binding enriched|binding enriched	94.763	91.734	27.503
000100110: 989 175 75	YPL090C YGL073W YIL131C	57.4333333333	binding enriched|binding enriched|+	15.988	72.682	83.63
000100110: 989 175 1	YPL090C YGL073W YLR403W	103.917333333	?|+|+	99.523	128.599	83.63
000100110: 989 86 1	YPL090C YLR223C YLR403W	92.4743333333	+|+|bound	27.878	128.599	120.946
000100110: 989 83 1	YPL090C YPL075W YLR403W	95.9853333333	?|+|+	143.582	128.599	15.775
000100110: 989 81 40	YPL090C YJL127C YDL005C	89.408	binding enriched|binding enriched|+	82.494	77.104	108.626
000100110: 989 49 97	YPL090C YNL216W YOR174W	74.8393333333	binding enriched|binding enriched|+	33.924	98.428	92.166
000100110: 990 248 33	YGR251W YJR127C YGR252W	42.0883333333	binding enriched|binding enriched|binding enriched	63.011	1.251	62.003
000100110: 992 277 173	YAR010C YIL036W YML007W	50.0806666667	binding enriched|-|+	51.32	40.757	58.165
000100110: 992 184 175	YAR010C YOR344C YGL073W	110.628	+|+|+	85.212	95.836	150.836
000100110: 992 184 81	YAR010C YOR344C YJL127C	102.548333333	?|-|+	69.638	87.171	150.836
000100110: 992 184 49	YAR010C YOR344C YNL216W	102.180666667	binding enriched|-|+	55.342	100.364	150.836
000100110: 992 180 277	YAR010C YCR084C YIL036W	57.767	+|+|+	37.974	58.165	77.162
000100110: 992 180 49	YAR010C YCR084C YNL216W	87.201	+|-|+	84.077	100.364	77.162
000100110: 992 173 175	YAR010C YML007W YGL073W	74.0926666667	+|+|-	85.685	95.836	40.757
000100110: 992 173 143	YAR010C YML007W YDR392W	111.470333333	binding enriched|+|-	135.962	157.692	40.757
000100110: 992 173 116	YAR010C YML007W YNL236W	79.2556666667	+|+|-	96.398	100.612	40.757
000100110: 992 143 49	YAR010C YDR392W YNL216W	109.677	binding enriched|-|+	70.975	100.364	157.692
000100110: 992 141 25	YAR010C YBR083W YOL148C	99.1903333333	+|+|+	99.129	99.189	99.253
000100110: 992 141 18	YAR010C YBR083W YPL254W	91.587	+|+|+	41.193	134.315	99.253
000100110: 992 49 31	YAR010C YNL216W YBR049C	97.2743333333	binding enriched|-|-	94.046	97.413	100.364
000100110: 992 31 143	YAR010C YBR049C YDR392W	121.912666667	binding enriched|+|-	110.633	157.692	97.413
000100110: 992 31 18	YAR010C YBR049C YPL254W	94.479	binding enriched|+|-	51.709	134.315	97.413
000100110: 992 25 31	YAR010C YOL148C YBR049C	104.672666667	binding enriched|-|+	117.416	97.413	99.189
000100110: 993 156 75	YER001W YDR207C YIL131C	101.592	binding enriched|binding enriched|binding enriched	94.409	71.011	139.356
000100110: 993 25 44	YER001W YOL148C YDR259C	113.651	binding enriched|binding enriched|+	103.836	145.074	92.043
000100110: 993 25 33	YER001W YOL148C YGR252W	101.855	binding enriched|binding enriched|+	95.045	118.477	92.043
000100110: 994 83 1	YKL182W YPL075W YLR403W	130.505333333	?|?|+	143.582	161.053	86.881
000100110: 995 248 156	YBR229C YJR127C YDR207C	68.4003333333	binding enriched|binding enriched|binding enriched	74.237	70.052	60.912
000100110: 995 248 31	YBR229C YJR127C YBR049C	58.593	binding enriched|binding enriched|binding enriched	67.944	46.923	60.912
000100110: 995 248 12	YBR229C YJR127C YLR071C	61.1226666667	binding enriched|binding enriched|binding enriched	59.218	63.238	60.912
000100110: 995 170 31	YBR229C YPR133C YBR049C	67.149	binding enriched|binding enriched|binding enriched	73.165	46.923	81.359
000100110: 995 156 97	YBR229C YDR207C YOR174W	70.5356666667	binding enriched|binding enriched|binding enriched	58.534	83.021	70.052
000100110: 995 97 170	YBR229C YOR174W YPR133C	83.419	binding enriched|binding enriched|binding enriched	85.877	81.359	83.021
000100110: 995 59 97	YBR229C YPR086W YOR174W	76.7573333333	binding enriched|binding enriched|binding enriched	80.566	83.021	66.685
000100110: 995 31 59	YBR229C YBR049C YPR086W	57.2	binding enriched|binding enriched|binding enriched	57.992	66.685	46.923
000100110: 998 83 1	YEL026W YPL075W YLR403W	134.592	?|+|+	143.582	155.64	104.554
000100110: 998 49 31	YEL026W YNL216W YBR049C	86.648	binding enriched|binding enriched|+	94.046	83.768	82.13
000100110: 998 25 31	YEL026W YOL148C YBR049C	94.295	binding enriched|binding enriched|+	117.416	83.768	81.701
000100110: 998 1 31	YEL026W YLR403W YBR049C	119.289333333	binding enriched|binding enriched|+	118.46	83.768	155.64
000100110: 1000 44 81	YML109W YDR259C YJL127C	85.4613333333	?|?|binding enriched	111.077	84.969	60.338
000100110: 1001 184 175	YDR170W-A YOR344C YGL073W	99.9016666667	+|+|+	85.212	107.791	106.702
000100110: 1001 184 81	YDR170W-A YOR344C YJL127C	97.302	?|-|+	69.638	115.566	106.702
000100110: 1001 184 49	YDR170W-A YOR344C YNL216W	81.865	binding enriched|-|+	55.342	83.551	106.702
000100110: 1001 180 277	YDR170W-A YCR084C YIL036W	81.6146666667	+|+|+	37.974	118.438	88.432
000100110: 1001 180 49	YDR170W-A YCR084C YNL216W	85.3533333333	+|-|+	84.077	83.551	88.432
000100110: 1001 143 49	YDR170W-A YDR392W YNL216W	68.6873333333	binding enriched|-|+	70.975	83.551	51.536
000100110: 1001 141 25	YDR170W-A YBR083W YOL148C	93.3113333333	+|+|+	99.129	111.943	68.862
000100110: 1001 141 18	YDR170W-A YBR083W YPL254W	51.653	+|+|+	41.193	44.904	68.862
000100110: 1001 137 156	YDR170W-A YIR018W YDR207C	88.4726666667	binding enriched|+|?	127.028	16.795	121.595
000100110: 1001 137 143	YDR170W-A YIR018W YDR392W	105.403666667	binding enriched|+|?	143.08	51.536	121.595
000100110: 1001 137 31	YDR170W-A YIR018W YBR049C	92.473	binding enriched|-|?	73.114	82.71	121.595
000100110: 1001 49 31	YDR170W-A YNL216W YBR049C	86.769	binding enriched|-|-	94.046	82.71	83.551
000100110: 1001 31 143	YDR170W-A YBR049C YDR392W	81.6263333333	binding enriched|+|-	110.633	51.536	82.71
000100110: 1001 31 18	YDR170W-A YBR049C YPL254W	59.7743333333	binding enriched|+|-	51.709	44.904	82.71
000100110: 1001 25 31	YDR170W-A YOL148C YBR049C	104.023	binding enriched|-|+	117.416	82.71	111.943
000100110: 1002 44 10	YHR059W YDR259C YIL101C	80.1366666667	binding enriched|binding enriched|binding enriched	88.913	59.228	92.269
000100110: 1002 10 75	YHR059W YIL101C YIL131C	47.3813333333	binding enriched|binding enriched|binding enriched	15.768	67.148	59.228
000100110: 1003 10 1	YLR387C YIL101C YLR403W	80.8076666667	+|-|binding enriched	117.219	6.465	118.739
000100110: 1003 1 127	YLR387C YLR403W YHR084W	87.4963333333	+|binding enriched|-	128.457	127.567	6.465
000100110: 1004 767 49	YBR072W YKL058W YNL216W	70.9826666667	+|-|binding enriched	52.578	81.199	79.171
000100110: 1004 767 10	YBR072W YKL058W YIL101C	58.8576666667	binding enriched|binding enriched|binding enriched	57.314	40.088	79.171
000100110: 1004 767 1	YBR072W YKL058W YLR403W	114.925666667	?|?|binding enriched	162.303	103.303	79.171
000100110: 1004 661 97	YBR072W YDL106C YOR174W	77.479	binding enriched|binding enriched|binding enriched	53.89	95.854	82.693
000100110: 1004 661 55	YBR072W YDL106C YER159C	78.6603333333	binding enriched|binding enriched|binding enriched	84.715	68.573	82.693
000100110: 1004 661 33	YBR072W YDL106C YGR252W	76.658	binding enriched|binding enriched|binding enriched	95.33	51.951	82.693
000100110: 1004 661 10	YBR072W YDL106C YIL101C	64.3083333333	binding enriched|binding enriched|binding enriched	70.144	40.088	82.693
000100110: 1004 478 49	YBR072W YNL068C YNL216W	63.007	binding enriched|-|binding enriched	35.655	81.199	72.167
000100110: 1004 355 59	YBR072W YJL056C YPR086W	81.2673333333	binding enriched|binding enriched|?	91.846	57.458	94.498
000100110: 1004 355 40	YBR072W YJL056C YDL005C	80.1063333333	binding enriched|binding enriched|?	69.852	75.969	94.498
000100110: 1004 355 10	YBR072W YJL056C YIL101C	63.1593333333	binding enriched|binding enriched|?	54.892	40.088	94.498
000100110: 1004 287 33	YBR072W YGR104C YGR252W	39.4316666667	binding enriched|binding enriched|binding enriched	42.159	51.951	24.185
000100110: 1004 277 59	YBR072W YIL036W YPR086W	67.3526666667	binding enriched|binding enriched|-	86.461	57.458	58.139
000100110: 1004 277 33	YBR072W YIL036W YGR252W	65.7693333333	binding enriched|binding enriched|-	87.218	51.951	58.139
000100110: 1004 180 277	YBR072W YCR084C YIL036W	41.4523333333	+|-|-	37.974	58.139	28.244
000100110: 1004 180 49	YBR072W YCR084C YNL216W	64.5066666667	+|-|-	84.077	81.199	28.244
000100110: 1004 175 59	YBR072W YGL073W YPR086W	65.092	binding enriched|binding enriched|+	89.753	57.458	48.065
000100110: 1004 175 10	YBR072W YGL073W YIL101C	39.832	binding enriched|binding enriched|+	31.343	40.088	48.065
000100110: 1004 175 1	YBR072W YGL073W YLR403W	83.6303333333	?|?|+	99.523	103.303	48.065
000100110: 1004 170 31	YBR072W YPR133C YBR049C	55.1653333333	binding enriched|-|binding enriched	73.165	18.657	73.674
000100110: 1004 143 49	YBR072W YDR392W YNL216W	82.797	binding enriched|-|binding enriched	70.975	81.199	96.217
000100110: 1004 143 10	YBR072W YDR392W YIL101C	76.5636666667	binding enriched|binding enriched|binding enriched	93.386	40.088	96.217
000100110: 1004 112 86	YBR072W YEL009C YLR223C	112.188666667	bound|bound|?	160.878	93.583	82.105
000100110: 1004 97 170	YBR072W YOR174W YPR133C	85.135	binding enriched|binding enriched|binding enriched	85.877	73.674	95.854
000100110: 1004 86 1	YBR072W YLR223C YLR403W	74.9213333333	+|?|bound	27.878	103.303	93.583
000100110: 1004 81 40	YBR072W YJL127C YDL005C	81.3453333333	binding enriched|binding enriched|-	82.494	75.969	85.573
000100110: 1004 77 53	YBR072W YMR037C YNL103W	84.507	?|?|binding enriched	99.046	86.415	68.06
000100110: 1004 77 8	YBR072W YMR037C YDR253C	72.8226666667	bound|bound|binding enriched	72.865	77.543	68.06
000100110: 1004 66 277	YBR072W YPR052C YIL036W	65.677	+|-|binding enriched	80.864	58.139	58.028
000100110: 1004 66 175	YBR072W YPR052C YGL073W	65.0106666667	+|+|binding enriched	88.939	48.065	58.028
000100110: 1004 66 81	YBR072W YPR052C YJL127C	80.3143333333	+|-|binding enriched	97.342	85.573	58.028
000100110: 1004 66 49	YBR072W YPR052C YNL216W	72.223	+|-|binding enriched	77.442	81.199	58.028
000100110: 1004 66 40	YBR072W YPR052C YDL005C	63.3046666667	binding enriched|binding enriched|binding enriched	55.917	75.969	58.028
000100110: 1004 59 97	YBR072W YPR086W YOR174W	77.9593333333	binding enriched|binding enriched|binding enriched	80.566	95.854	57.458
000100110: 1004 55 1	YBR072W YER159C YLR403W	87.578	?|?|binding enriched	90.858	103.303	68.573
000100110: 1004 53 40	YBR072W YNL103W YDL005C	85.56	binding enriched|binding enriched|?	94.296	75.969	86.415
000100110: 1004 49 97	YBR072W YNL216W YOR174W	70.3256666667	binding enriched|binding enriched|-	33.924	95.854	81.199
000100110: 1004 49 31	YBR072W YNL216W YBR049C	64.634	binding enriched|-|-	94.046	18.657	81.199
000100110: 1004 38 97	YBR072W YBR112C YOR174W	75.091	binding enriched|binding enriched|binding enriched	108.762	95.854	20.657
000100110: 1004 31 182	YBR072W YBR049C YBR081C	15.657	binding enriched|binding enriched|-	22.558	5.756	18.657
000100110: 1004 31 143	YBR072W YBR049C YDR392W	75.169	binding enriched|binding enriched|-	110.633	96.217	18.657
000100110: 1004 31 59	YBR072W YBR049C YPR086W	44.7023333333	binding enriched|binding enriched|-	57.992	57.458	18.657
000100110: 1004 31 38	YBR072W YBR049C YBR112C	20.893	binding enriched|binding enriched|-	23.365	20.657	18.657
000100110: 1004 25 33	YBR072W YOL148C YGR252W	84.3576666667	binding enriched|binding enriched|-	95.045	51.951	106.077
000100110: 1004 25 31	YBR072W YOL148C YBR049C	80.7166666667	binding enriched|-|-	117.416	18.657	106.077
000100110: 1004 14 175	YBR072W YDR397C YGL073W	86.7483333333	+|+|binding enriched	111.594	48.065	100.586
000100110: 1004 10 287	YBR072W YIL101C YGR104C	36.6966666667	binding enriched|binding enriched|binding enriched	45.817	24.185	40.088
000100110: 1004 10 77	YBR072W YIL101C YMR037C	57.7903333333	binding enriched|binding enriched|binding enriched	65.223	68.06	40.088
000100110: 1004 10 59	YBR072W YIL101C YPR086W	53.0973333333	binding enriched|binding enriched|binding enriched	61.746	57.458	40.088
000100110: 1004 10 33	YBR072W YIL101C YGR252W	49.273	binding enriched|binding enriched|binding enriched	55.78	51.951	40.088
000100110: 1004 10 1	YBR072W YIL101C YLR403W	86.87	+|?|binding enriched	117.219	103.303	40.088
000100110: 1004 8 355	YBR072W YDR253C YJL056C	92.033	?|?|bound	104.058	94.498	77.543
000100110: 1004 1 180	YBR072W YLR403W YCR084C	86.725	binding enriched|-|?	128.628	28.244	103.303
000100110: 1004 1 31	YBR072W YLR403W YBR049C	80.14	binding enriched|-|?	118.46	18.657	103.303
000100110: 1005 517 1	YGR260W YLR418C YLR403W	45.0546666667	?|?|+	11.635	60.061	63.468
000100110: 1005 282 12	YGR260W YOL004W YLR071C	83.8586666667	binding enriched|binding enriched|+	74.062	63.018	114.496
000100110: 1005 175 1	YGR260W YGL073W YLR403W	68.0066666667	?|?|+	99.523	60.061	44.436
000100110: 1005 83 12	YGR260W YPL075W YLR071C	81.4196666667	binding enriched|binding enriched|+	84.381	63.018	96.86
000100110: 1005 83 1	YGR260W YPL075W YLR403W	100.167666667	?|?|+	143.582	60.061	96.86
000100110: 1005 49 31	YGR260W YNL216W YBR049C	80.529	binding enriched|+|+	94.046	72.07	75.471
000100110: 1005 25 31	YGR260W YOL148C YBR049C	95.809	binding enriched|+|+	117.416	72.07	97.941
000100110: 1005 1 31	YGR260W YLR403W YBR049C	83.5303333333	binding enriched|+|?	118.46	72.07	60.061
000100110: 1007 533 83	YMR242C YOR230W YPL075W	91.6256666667	+|+|binding enriched	121.266	56.033	97.578
000100110: 1007 533 49	YMR242C YOR230W YNL216W	74.7853333333	+|+|binding enriched	39.819	86.959	97.578
000100110: 1007 533 25	YMR242C YOR230W YOL148C	88.7043333333	+|+|binding enriched	51.366	117.169	97.578
000100110: 1007 277 29	YMR242C YIL036W YDL170W	101.32	binding enriched|binding enriched|+	119.428	80.778	103.754
000100110: 1007 175 23	YMR242C YGL073W YOR110W	90.9883333333	binding enriched|binding enriched|+	94.158	94.436	84.371
000100110: 1007 175 1	YMR242C YGL073W YLR403W	93.848	?|+|+	99.523	97.65	84.371
000100110: 1007 137 29	YMR242C YIR018W YDL170W	105.093	binding enriched|binding enriched|binding enriched	116.38	80.778	118.121
000100110: 1007 86 1	YMR242C YLR223C YLR403W	74.0736666667	+|+|bound	27.878	97.65	96.693
000100110: 1007 83 1	YMR242C YPL075W YLR403W	99.0883333333	?|+|+	143.582	97.65	56.033
000100110: 1007 29 1	YMR242C YDL170W YLR403W	110.667333333	?|+|binding enriched	153.574	97.65	80.778
000100110: 1007 23 81	YMR242C YOR110W YJL127C	89.4063333333	?|+|binding enriched	64.848	108.935	94.436
000100110: 1007 23 1	YMR242C YOR110W YLR403W	114.609	-|+|binding enriched	151.741	97.65	94.436
000100110: 1009 699 1	YJL170C YMR070W YLR403W	128.896	+|-|-	158.528	127.869	100.291
000100110: 1010 213 1	YNL312W YGL071W YLR403W	107.776	?|?|+	100.553	126.413	96.362
000100110: 1010 10 1	YNL312W YIL101C YLR403W	108.729666667	+|?|binding enriched	117.219	126.413	82.557
000100110: 1011 173 8	YBR222C YML007W YDR253C	94.253	bound|bound|binding enriched	114.914	67.647	100.198
000100110: 1011 173 1	YBR222C YML007W YLR403W	117.382333333	?|+|binding enriched	173.848	78.101	100.198
000100110: 1011 97 173	YBR222C YOR174W YML007W	102.497	binding enriched|binding enriched|binding enriched	118.245	100.198	89.048
000100110: 1011 55 1	YBR222C YER159C YLR403W	76.0376666667	?|+|binding enriched	90.858	78.101	59.154
000100110: 1011 44 81	YBR222C YDR259C YJL127C	92.6226666667	?|?|binding enriched	111.077	91.011	75.78
000100110: 1011 23 173	YBR222C YOR110W YML007W	100.069666667	binding enriched|binding enriched|binding enriched	100.486	100.198	99.525
000100110: 1011 23 81	YBR222C YOR110W YJL127C	85.128	?|?|binding enriched	64.848	91.011	99.525
000100110: 1011 23 1	YBR222C YOR110W YLR403W	109.789	-|+|binding enriched	151.741	78.101	99.525
000100110: 1012 311 44	YHR120W YDR123C YDR259C	60.6636666667	binding enriched|binding enriched|binding enriched	37.517	81.871	62.603
000100110: 1012 44 10	YHR120W YDR259C YIL101C	75.9333333333	binding enriched|binding enriched|binding enriched	88.913	57.016	81.871
000100110: 1013 387 59	YHR083W YGR116W YPR086W	58.2636666667	binding enriched|binding enriched|binding enriched	81.974	37.501	55.316
000100110: 1013 59 97	YHR083W YPR086W YOR174W	72.699	binding enriched|binding enriched|binding enriched	80.566	100.03	37.501
000100110: 1013 10 59	YHR083W YIL101C YPR086W	50.191	binding enriched|binding enriched|binding enriched	61.746	37.501	51.326
000100110: 1013 10 33	YHR083W YIL101C YGR252W	60.8796666667	binding enriched|binding enriched|binding enriched	55.78	75.533	51.326
000100110: 1014 2642 55	YHL021C YLR228C YER159C	120.688	binding enriched|binding enriched|+	95.164	107.094	159.806
000100110: 1014 2642 38	YHL021C YLR228C YBR112C	109.725666667	binding enriched|binding enriched|+	97.023	72.348	159.806
000100110: 1014 2044 55	YHL021C YMR280C YER159C	86.0603333333	binding enriched|binding enriched|+	58.446	107.094	92.641
000100110: 1014 2044 14	YHL021C YMR280C YDR397C	93.9013333333	binding enriched|binding enriched|+	54.07	134.993	92.641
000100110: 1014 1571 55	YHL021C YGR044C YER159C	82.306	binding enriched|binding enriched|+	72.671	107.094	67.153
000100110: 1014 1571 1	YHL021C YGR044C YLR403W	114.367333333	-|+|+	111.829	164.12	67.153
000100110: 1014 1351 164	YHL021C YGL166W YOR028C	84.262	binding enriched|+|-	84.457	68.24	100.089
000100110: 1014 1351 55	YHL021C YGL166W YER159C	73.72	binding enriched|binding enriched|-	13.977	107.094	100.089
000100110: 1014 1351 33	YHL021C YGL166W YGR252W	77.8523333333	binding enriched|binding enriched|-	26.17	107.298	100.089
000100110: 1014 1351 1	YHL021C YGL166W YLR403W	116.214	?|+|-	84.433	164.12	100.089
000100110: 1014 1195 59	YHL021C YOR229W YPR086W	96.4536666667	binding enriched|binding enriched|-	99.93	56.67	132.761
000100110: 1014 1128 1	YHL021C YPL202C YLR403W	121.017	-|+|+	110.507	164.12	88.424
000100110: 1014 784 1	YHL021C YLR014C YLR403W	123.582666667	?|+|+	157.273	164.12	49.355
000100110: 1014 613 3	YHL021C YOR038C YDR423C	91.997	+|+|+	88.585	122.442	64.964
000100110: 1014 428 175	YHL021C YFL031W YGL073W	60.124	+|-|+	79.515	81.915	18.942
000100110: 1014 428 77	YHL021C YFL031W YMR037C	37.43	binding enriched|+|+	47.202	46.146	18.942
000100110: 1014 428 1	YHL021C YFL031W YLR403W	117.062	+|+|+	168.124	164.12	18.942
000100110: 1014 213 33	YHL021C YGL071W YGR252W	79.2013333333	binding enriched|binding enriched|+	49.151	107.298	81.155
000100110: 1014 213 1	YHL021C YGL071W YLR403W	115.276	?|+|+	100.553	164.12	81.155
000100110: 1014 184 175	YHL021C YOR344C YGL073W	103.037	+|-|+	85.212	81.915	141.984
000100110: 1014 175 59	YHL021C YGL073W YPR086W	76.1126666667	binding enriched|binding enriched|-	89.753	56.67	81.915
000100110: 1014 175 1	YHL021C YGL073W YLR403W	115.186	?|+|-	99.523	164.12	81.915
000100110: 1014 164 1	YHL021C YOR028C YLR403W	132.994666667	-|+|+	166.624	164.12	68.24
000100110: 1014 99 141	YHL021C YOR032C YBR083W	67.125	-|+|+	75.181	58.906	67.288
000100110: 1014 57 112	YHL021C YPL248C YEL009C	82.238	?|+|+	113.077	49.642	83.995
000100110: 1014 55 1	YHL021C YER159C YLR403W	120.690666667	?|+|binding enriched	90.858	164.12	107.094
000100110: 1014 14 175	YHL021C YDR397C YGL073W	109.500666667	+|-|binding enriched	111.594	81.915	134.993
000100110: 1014 3 1	YHL021C YDR423C YLR403W	132.063	?|+|+	109.627	164.12	122.442
000100110: 1014 1 180	YHL021C YLR403W YCR084C	109.717	binding enriched|binding enriched|+	128.628	36.403	164.12
000100110: 1014 1 141	YHL021C YLR403W YBR083W	109.92	+|+|+	106.734	58.906	164.12
000100110: 1014 1 127	YHL021C YLR403W YHR084W	112.744	+|+|+	128.457	45.655	164.12
000100110: 1015 29 1	YPR157W YDL170W YLR403W	118.581	?|?|binding enriched	153.574	159.06	43.109
000100110: 1017 829 23	YLR452C YKL015W YOR110W	135.534	binding enriched|binding enriched|binding enriched	80.277	149.986	176.339
000100110: 1017 517 1	YLR452C YLR418C YLR403W	11.149	?|-|+	11.635	11.826	9.986
000100110: 1017 293 1	YLR452C YDL020C YLR403W	110.479333333	?|-|+	160.367	11.826	159.245
000100110: 1017 180 277	YLR452C YCR084C YIL036W	102.782333333	+|+|+	37.974	142.423	127.95
000100110: 1017 180 49	YLR452C YCR084C YNL216W	114.111	+|+|+	84.077	130.306	127.95
000100110: 1017 175 23	YLR452C YGL073W YOR110W	115.64	binding enriched|binding enriched|+	94.158	149.986	102.776
000100110: 1017 175 1	YLR452C YGL073W YLR403W	71.375	?|-|+	99.523	11.826	102.776
000100110: 1017 23 1	YLR452C YOR110W YLR403W	104.517666667	-|-|binding enriched	151.741	11.826	149.986
000100110: 1017 1 180	YLR452C YLR403W YCR084C	89.468	binding enriched|+|-	128.628	127.95	11.826
000100110: 1018 972 23	YPL143W YNL229C YOR110W	56.649	binding enriched|binding enriched|binding enriched	28.814	75.641	65.492
000100110: 1018 655 10	YPL143W YOR363C YIL101C	60.2533333333	binding enriched|binding enriched|-	64.855	50.685	65.22
000100110: 1018 277 173	YPL143W YIL036W YML007W	73.9616666667	binding enriched|binding enriched|+	51.32	86.131	84.434
000100110: 1018 175 23	YPL143W YGL073W YOR110W	79.7096666667	binding enriched|binding enriched|+	94.158	75.641	69.33
000100110: 1018 175 10	YPL143W YGL073W YIL101C	50.4526666667	binding enriched|binding enriched|+	31.343	50.685	69.33
000100110: 1018 175 1	YPL143W YGL073W YLR403W	92.1243333333	?|+|+	99.523	107.52	69.33
000100110: 1018 173 175	YPL143W YML007W YGL073W	80.382	+|+|binding enriched	85.685	69.33	86.131
000100110: 1018 173 83	YPL143W YML007W YPL075W	64.4386666667	-|+|binding enriched	62.649	44.536	86.131
000100110: 1018 173 10	YPL143W YML007W YIL101C	66.6906666667	binding enriched|binding enriched|binding enriched	63.256	50.685	86.131
000100110: 1018 173 1	YPL143W YML007W YLR403W	122.499666667	?|+|binding enriched	173.848	107.52	86.131
000100110: 1018 97 173	YPL143W YOR174W YML007W	91.305	binding enriched|binding enriched|binding enriched	118.245	86.131	69.539
000100110: 1018 86 1	YPL143W YLR223C YLR403W	80.5376666667	+|+|bound	27.878	107.52	106.215
000100110: 1018 83 10	YPL143W YPL075W YIL101C	54.1743333333	binding enriched|binding enriched|+	67.302	50.685	44.536
000100110: 1018 83 1	YPL143W YPL075W YLR403W	98.546	?|+|+	143.582	107.52	44.536
000100110: 1018 49 97	YPL143W YNL216W YOR174W	56.924	binding enriched|binding enriched|+	33.924	69.539	67.309
000100110: 1018 23 173	YPL143W YOR110W YML007W	87.4193333333	binding enriched|binding enriched|binding enriched	100.486	86.131	75.641
000100110: 1018 23 81	YPL143W YOR110W YJL127C	76.4023333333	?|+|binding enriched	64.848	88.718	75.641
000100110: 1018 23 1	YPL143W YOR110W YLR403W	111.634	-|+|binding enriched	151.741	107.52	75.641
000100110: 1018 10 1	YPL143W YIL101C YLR403W	91.808	+|+|binding enriched	117.219	107.52	50.685
000100110: 1019 425 10	YER091C YKL112W YIL101C	49.7986666667	binding enriched|binding enriched|+	61.651	25.4	62.345
000100110: 1019 218 8	YER091C YDR463W YDR253C	56.9336666667	bound|bound|-	34.316	70.562	65.923
000100110: 1019 175 218	YER091C YGL073W YDR463W	66.399	binding enriched|-|+	98.319	65.923	34.955
000100110: 1019 175 23	YER091C YGL073W YOR110W	63.7086666667	binding enriched|binding enriched|+	94.158	62.013	34.955
000100110: 1019 175 10	YER091C YGL073W YIL101C	30.566	binding enriched|binding enriched|+	31.343	25.4	34.955
000100110: 1019 175 1	YER091C YGL073W YLR403W	78.9536666667	?|+|+	99.523	102.383	34.955
000100110: 1019 173 425	YER091C YML007W YKL112W	76.091	-|+|binding enriched	78.652	62.345	87.276
000100110: 1019 173 175	YER091C YML007W YGL073W	69.3053333333	+|+|binding enriched	85.685	34.955	87.276
000100110: 1019 173 143	YER091C YML007W YDR392W	100.118333333	binding enriched|binding enriched|binding enriched	135.962	77.117	87.276
000100110: 1019 173 40	YER091C YML007W YDL005C	60.6443333333	binding enriched|binding enriched|binding enriched	13.486	81.171	87.276
000100110: 1019 173 10	YER091C YML007W YIL101C	58.644	binding enriched|binding enriched|binding enriched	63.256	25.4	87.276
000100110: 1019 173 8	YER091C YML007W YDR253C	90.9173333333	bound|bound|binding enriched	114.914	70.562	87.276
000100110: 1019 173 1	YER091C YML007W YLR403W	121.169	?|+|binding enriched	173.848	102.383	87.276
000100110: 1019 143 49	YER091C YDR392W YNL216W	61.52	binding enriched|+|binding enriched	70.975	36.468	77.117
