FFL_num	FFL_XYZ	ave	reg	XY	XZ	YZ
000100110: 1019 143 10	YER091C YDR392W YIL101C	65.301	binding enriched|binding enriched|binding enriched	93.386	25.4	77.117
000100110: 1019 112 86	YER091C YEL009C YLR223C	114.565666667	bound|bound|?	160.878	104.463	78.356
000100110: 1019 86 218	YER091C YLR223C YDR463W	97.9263333333	binding enriched|-|bound	123.393	65.923	104.463
000100110: 1019 86 1	YER091C YLR223C YLR403W	78.2413333333	+|+|bound	27.878	102.383	104.463
000100110: 1019 53 173	YER091C YNL103W YML007W	75.6703333333	binding enriched|binding enriched|?	104.128	87.276	35.607
000100110: 1019 53 40	YER091C YNL103W YDL005C	70.358	binding enriched|binding enriched|?	94.296	81.171	35.607
000100110: 1019 53 23	YER091C YNL103W YOR110W	50.1293333333	binding enriched|binding enriched|?	52.768	62.013	35.607
000100110: 1019 23 173	YER091C YOR110W YML007W	83.2583333333	binding enriched|binding enriched|binding enriched	100.486	87.276	62.013
000100110: 1019 23 1	YER091C YOR110W YLR403W	105.379	-|+|binding enriched	151.741	102.383	62.013
000100110: 1019 10 218	YER091C YIL101C YDR463W	58.681	binding enriched|-|binding enriched	84.72	65.923	25.4
000100110: 1019 10 1	YER091C YIL101C YLR403W	81.6673333333	+|+|binding enriched	117.219	102.383	25.4
000100110: 1022 29 1	YMR001C YDL170W YLR403W	142.64	?|-|binding enriched	153.574	169.363	104.983
000100110: 1023 173 40	YER109C YML007W YDL005C	60.6856666667	binding enriched|binding enriched|binding enriched	13.486	81.888	86.683
000100110: 1023 81 40	YER109C YJL127C YDL005C	70.839	binding enriched|binding enriched|?	82.494	81.888	48.135
000100110: 1023 44 81	YER109C YDR259C YJL127C	79.783	?|?|binding enriched	111.077	48.135	80.137
000100110: 1026 175 1	YHL033C YGL073W YLR403W	113.842333333	?|+|+	99.523	158.914	83.09
000100110: 1026 137 31	YHL033C YIR018W YBR049C	55.7753333333	binding enriched|+|binding enriched	73.114	43.136	51.076
000100110: 1026 86 1	YHL033C YLR223C YLR403W	111.658333333	+|+|bound	27.878	158.914	148.183
000100110: 1026 83 12	YHL033C YPL075W YLR071C	63.9033333333	binding enriched|binding enriched|+	84.381	69.463	37.866
000100110: 1026 83 1	YHL033C YPL075W YLR403W	113.454	?|+|+	143.582	158.914	37.866
000100110: 1026 49 31	YHL033C YNL216W YBR049C	78.263	binding enriched|+|+	94.046	43.136	97.607
000100110: 1026 25 31	YHL033C YOL148C YBR049C	92.0643333333	binding enriched|+|+	117.416	43.136	115.641
000100110: 1026 1 31	YHL033C YLR403W YBR049C	106.836666667	binding enriched|+|+	118.46	43.136	158.914
000100110: 1027 31 59	YMR184W YBR049C YPR086W	49.0163333333	binding enriched|binding enriched|binding enriched	57.992	39.286	49.771
000100110: 1027 31 18	YMR184W YBR049C YPL254W	39.239	binding enriched|binding enriched|binding enriched	51.709	16.237	49.771
000100110: 1027 18 40	YMR184W YPL254W YDL005C	70.9186666667	binding enriched|binding enriched|binding enriched	102.533	93.986	16.237
000100110: 1028 478 18	YMR031C YNL068C YPL254W	83.8526666667	binding enriched|binding enriched|binding enriched	98.391	71.718	81.449
000100110: 1028 387 59	YMR031C YGR116W YPR086W	64.6763333333	binding enriched|binding enriched|binding enriched	81.974	24.86	87.195
000100110: 1028 387 55	YMR031C YGR116W YER159C	80.4293333333	binding enriched|binding enriched|binding enriched	58.751	95.342	87.195
000100110: 1028 173 143	YMR031C YML007W YDR392W	92.6846666667	binding enriched|binding enriched|binding enriched	135.962	99.702	42.39
000100110: 1028 173 46	YMR031C YML007W YLR176C	118.956333333	binding enriched|binding enriched|binding enriched	161.253	153.226	42.39
000100110: 1028 173 40	YMR031C YML007W YDL005C	32.4473333333	binding enriched|binding enriched|binding enriched	13.486	41.466	42.39
000100110: 1028 173 10	YMR031C YML007W YIL101C	54.4776666667	binding enriched|binding enriched|binding enriched	63.256	57.787	42.39
000100110: 1028 173 1	YMR031C YML007W YLR403W	125.118666667	?|?|binding enriched	173.848	159.118	42.39
000100110: 1028 156 173	YMR031C YDR207C YML007W	76.542	binding enriched|binding enriched|binding enriched	113.714	42.39	73.522
000100110: 1028 156 40	YMR031C YDR207C YDL005C	75.223	binding enriched|binding enriched|binding enriched	110.681	41.466	73.522
000100110: 1028 156 20	YMR031C YDR207C YPR104C	52.9696666667	binding enriched|binding enriched|binding enriched	54.89	30.497	73.522
000100110: 1028 153 23	YMR031C YDR448W YOR110W	75.013	binding enriched|binding enriched|binding enriched	59.833	74.765	90.441
000100110: 1028 143 10	YMR031C YDR392W YIL101C	83.625	binding enriched|binding enriched|binding enriched	93.386	57.787	99.702
000100110: 1028 55 1	YMR031C YER159C YLR403W	115.106	?|?|binding enriched	90.858	159.118	95.342
000100110: 1028 29 1	YMR031C YDL170W YLR403W	127.797333333	?|?|binding enriched	153.574	159.118	70.7
000100110: 1028 23 173	YMR031C YOR110W YML007W	72.547	binding enriched|binding enriched|binding enriched	100.486	42.39	74.765
000100110: 1028 23 1	YMR031C YOR110W YLR403W	128.541333333	-|?|binding enriched	151.741	159.118	74.765
000100110: 1028 18 40	YMR031C YPL254W YDL005C	71.9056666667	binding enriched|binding enriched|binding enriched	102.533	41.466	71.718
000100110: 1028 18 23	YMR031C YPL254W YOR110W	81.853	binding enriched|binding enriched|binding enriched	99.076	74.765	71.718
000100110: 1028 10 156	YMR031C YIL101C YDR207C	72.3206666667	-|binding enriched|binding enriched	85.653	73.522	57.787
000100110: 1028 10 59	YMR031C YIL101C YPR086W	48.131	binding enriched|binding enriched|binding enriched	61.746	24.86	57.787
000100110: 1028 10 1	YMR031C YIL101C YLR403W	111.374666667	+|?|binding enriched	117.219	159.118	57.787
000100110: 1028 1 180	YMR031C YLR403W YCR084C	112.964333333	binding enriched|binding enriched|?	128.628	51.147	159.118
000100110: 1029 44 10	YNL167C YDR259C YIL101C	67.4153333333	binding enriched|binding enriched|binding enriched	88.913	42.635	70.698
000100110: 1030 2027 218	YKR093W YOR140W YDR463W	73.3076666667	binding enriched|binding enriched|+	56.493	94.651	68.779
000100110: 1030 2027 53	YKR093W YOR140W YNL103W	74.9026666667	?|?|+	56.145	99.784	68.779
000100110: 1030 2027 8	YKR093W YOR140W YDR253C	68.6756666667	bound|bound|+	64.577	72.671	68.779
000100110: 1030 1417 156	YKR093W YLR131C YDR207C	97.471	binding enriched|binding enriched|+	109.685	66.578	116.15
000100110: 1030 1417 55	YKR093W YLR131C YER159C	91.563	binding enriched|binding enriched|+	53.433	105.106	116.15
000100110: 1030 1417 33	YKR093W YLR131C YGR252W	90.8566666667	binding enriched|binding enriched|+	43.149	113.271	116.15
000100110: 1030 1417 1	YKR093W YLR131C YLR403W	126.059666667	?|-|+	88.091	173.938	116.15
000100110: 1030 790 40	YKR093W YML027W YDL005C	45.2576666667	binding enriched|binding enriched|+	27.405	61.445	46.923
000100110: 1030 790 29	YKR093W YML027W YDL170W	62.94	binding enriched|binding enriched|+	87.984	53.913	46.923
000100110: 1030 763 218	YKR093W YJR140C YDR463W	75.862	binding enriched|binding enriched|+	67.738	94.651	65.197
000100110: 1030 564 40	YKR093W YHR041C YDL005C	58.623	binding enriched|binding enriched|-	46.86	61.445	67.564
000100110: 1030 293 182	YKR093W YDL020C YBR081C	64.1286666667	binding enriched|binding enriched|+	60.442	82.81	49.134
000100110: 1030 293 143	YKR093W YDL020C YDR392W	85.5183333333	binding enriched|binding enriched|+	114.12	93.301	49.134
000100110: 1030 293 55	YKR093W YDL020C YER159C	82.0243333333	binding enriched|binding enriched|+	91.833	105.106	49.134
000100110: 1030 293 33	YKR093W YDL020C YGR252W	87.1823333333	binding enriched|binding enriched|+	99.142	113.271	49.134
000100110: 1030 293 1	YKR093W YDL020C YLR403W	127.813	?|-|+	160.367	173.938	49.134
000100110: 1030 218 8	YKR093W YDR463W YDR253C	67.2126666667	bound|bound|binding enriched	34.316	72.671	94.651
000100110: 1030 184 175	YKR093W YOR344C YGL073W	106.259	+|+|+	85.212	108.407	125.158
000100110: 1030 184 83	YKR093W YOR344C YPL075W	104.221333333	-|+|+	131.361	56.145	125.158
000100110: 1030 184 53	YKR093W YOR344C YNL103W	91.1106666667	?|?|+	48.39	99.784	125.158
000100110: 1030 184 8	YKR093W YOR344C YDR253C	93.6706666667	bound|bound|+	83.183	72.671	125.158
000100110: 1030 175 218	YKR093W YGL073W YDR463W	100.459	binding enriched|binding enriched|+	98.319	94.651	108.407
000100110: 1030 175 1	YKR093W YGL073W YLR403W	127.289333333	?|-|+	99.523	173.938	108.407
000100110: 1030 156 40	YKR093W YDR207C YDL005C	79.568	binding enriched|binding enriched|binding enriched	110.681	61.445	66.578
000100110: 1030 131 194	YKR093W YDR443C YER111C	82.864	binding enriched|-|-	67.66	96.265	84.667
000100110: 1030 83 218	YKR093W YPL075W YDR463W	83.925	binding enriched|binding enriched|+	100.979	94.651	56.145
000100110: 1030 83 182	YKR093W YPL075W YBR081C	62.2266666667	binding enriched|binding enriched|+	47.725	82.81	56.145
000100110: 1030 83 143	YKR093W YPL075W YDR392W	82.8813333333	binding enriched|binding enriched|+	99.198	93.301	56.145
000100110: 1030 83 55	YKR093W YPL075W YER159C	87.4896666667	binding enriched|binding enriched|+	101.218	105.106	56.145
000100110: 1030 83 33	YKR093W YPL075W YGR252W	86.9476666667	binding enriched|binding enriched|+	91.427	113.271	56.145
000100110: 1030 83 1	YKR093W YPL075W YLR403W	124.555	?|-|+	143.582	173.938	56.145
000100110: 1030 55 1	YKR093W YER159C YLR403W	123.300666667	?|-|binding enriched	90.858	173.938	105.106
000100110: 1030 53 40	YKR093W YNL103W YDL005C	85.175	binding enriched|binding enriched|?	94.296	61.445	99.784
000100110: 1030 42 29	YKR093W YMR164C YDL170W	63.7526666667	binding enriched|binding enriched|-	71.082	53.913	66.263
000100110: 1030 29 1	YKR093W YDL170W YLR403W	127.141666667	?|-|binding enriched	153.574	173.938	53.913
000100110: 1030 25 33	YKR093W YOL148C YGR252W	100.887666667	binding enriched|binding enriched|+	95.045	113.271	94.347
000100110: 1031 175 218	YER062C YGL073W YDR463W	72.8426666667	binding enriched|binding enriched|+	98.319	91.42	28.789
000100110: 1031 175 59	YER062C YGL073W YPR086W	71.0866666667	binding enriched|binding enriched|+	89.753	94.718	28.789
000100110: 1031 175 1	YER062C YGL073W YLR403W	80.368	?|-|+	99.523	112.792	28.789
000100110: 1031 25 33	YER062C YOL148C YGR252W	69.9713333333	binding enriched|binding enriched|+	95.045	58.569	56.3
000100110: 1031 1 180	YER062C YLR403W YCR084C	103.637666667	binding enriched|-|-	128.628	69.493	112.792
000100110: 1032 180 277	YGR054W YCR084C YIL036W	38.9653333333	+|+|+	37.974	37.051	41.871
000100110: 1032 180 83	YGR054W YCR084C YPL075W	58.399	+|+|+	47.301	86.025	41.871
000100110: 1032 46 170	YGR054W YLR176C YPR133C	118.876	binding enriched|binding enriched|binding enriched	158.074	110.457	88.097
000100110: 1032 46 77	YGR054W YLR176C YMR037C	114.594	binding enriched|binding enriched|binding enriched	157.539	98.146	88.097
000100110: 1033 248 173	YJR076C YJR127C YML007W	57.8323333333	binding enriched|binding enriched|binding enriched	69.976	75.722	27.799
000100110: 1033 248 55	YJR076C YJR127C YER159C	44.3136666667	binding enriched|binding enriched|binding enriched	44.649	60.493	27.799
000100110: 1033 248 31	YJR076C YJR127C YBR049C	62.7003333333	binding enriched|binding enriched|binding enriched	67.944	92.358	27.799
000100110: 1033 173 83	YJR076C YML007W YPL075W	77.0546666667	-|+|binding enriched	62.649	92.793	75.722
000100110: 1033 83 248	YJR076C YPL075W YJR127C	64.332	binding enriched|binding enriched|+	72.404	27.799	92.793
000100110: 1033 83 55	YJR076C YPL075W YER159C	84.8346666667	binding enriched|binding enriched|+	101.218	60.493	92.793
000100110: 1033 31 59	YJR076C YBR049C YPR086W	75.0543333333	binding enriched|binding enriched|binding enriched	57.992	74.813	92.358
000100110: 1034 10 75	YGR152C YIL101C YIL131C	40.0143333333	binding enriched|binding enriched|binding enriched	15.768	47.012	57.263
000100110: 1034 10 1	YGR152C YIL101C YLR403W	80.6666666667	+|-|binding enriched	117.219	67.518	57.263
000100110: 1038 29 1	YHR072W YDL170W YLR403W	123.033666667	?|?|binding enriched	153.574	127.086	88.441
000100110: 1039 10 75	YPL103C YIL101C YIL131C	54.57	binding enriched|binding enriched|binding enriched	15.768	78.644	69.298
000100110: 1040 564 173	YNL327W YHR041C YML007W	97.7223333333	binding enriched|binding enriched|+	39.958	133.745	119.464
000100110: 1040 564 40	YNL327W YHR041C YDL005C	97.4053333333	binding enriched|binding enriched|+	46.86	125.892	119.464
000100110: 1040 564 10	YNL327W YHR041C YIL101C	83.477	binding enriched|binding enriched|+	51.23	79.737	119.464
000100110: 1040 277 173	YNL327W YIL036W YML007W	101.497666667	binding enriched|binding enriched|+	51.32	133.745	119.428
000100110: 1040 277 33	YNL327W YIL036W YGR252W	90.0096666667	binding enriched|binding enriched|+	87.218	63.383	119.428
000100110: 1040 180 277	YNL327W YCR084C YIL036W	89.6823333333	+|+|+	37.974	119.428	111.645
000100110: 1040 180 83	YNL327W YCR084C YPL075W	91.3766666667	+|+|+	47.301	115.184	111.645
000100110: 1040 180 49	YNL327W YCR084C YNL216W	80.7146666667	+|+|+	84.077	46.422	111.645
000100110: 1040 175 218	YNL327W YGL073W YDR463W	72.0656666667	binding enriched|binding enriched|+	98.319	29.715	88.163
000100110: 1040 175 10	YNL327W YGL073W YIL101C	66.4143333333	binding enriched|binding enriched|+	31.343	79.737	88.163
000100110: 1040 173 175	YNL327W YML007W YGL073W	102.531	+|+|binding enriched	85.685	88.163	133.745
000100110: 1040 173 143	YNL327W YML007W YDR392W	104.826666667	binding enriched|+|binding enriched	135.962	44.773	133.745
000100110: 1040 173 116	YNL327W YML007W YNL236W	92.991	+|+|binding enriched	96.398	48.83	133.745
000100110: 1040 173 83	YNL327W YML007W YPL075W	103.859333333	-|+|binding enriched	62.649	115.184	133.745
000100110: 1040 173 40	YNL327W YML007W YDL005C	91.041	binding enriched|binding enriched|binding enriched	13.486	125.892	133.745
000100110: 1040 173 10	YNL327W YML007W YIL101C	92.246	binding enriched|binding enriched|binding enriched	63.256	79.737	133.745
000100110: 1040 143 49	YNL327W YDR392W YNL216W	54.0566666667	binding enriched|+|+	70.975	46.422	44.773
000100110: 1040 143 10	YNL327W YDR392W YIL101C	72.632	binding enriched|binding enriched|+	93.386	79.737	44.773
000100110: 1040 137 1647	YNL327W YIR018W YER169W	95.6666666667	binding enriched|binding enriched|binding enriched	95.402	60.019	131.579
000100110: 1040 137 143	YNL327W YIR018W YDR392W	106.477333333	binding enriched|+|binding enriched	143.08	44.773	131.579
000100110: 1040 83 218	YNL327W YPL075W YDR463W	81.9593333333	binding enriched|binding enriched|+	100.979	29.715	115.184
000100110: 1040 83 143	YNL327W YPL075W YDR392W	86.385	binding enriched|+|+	99.198	44.773	115.184
000100110: 1040 83 33	YNL327W YPL075W YGR252W	89.998	binding enriched|binding enriched|+	91.427	63.383	115.184
000100110: 1040 83 10	YNL327W YPL075W YIL101C	87.4076666667	binding enriched|binding enriched|+	67.302	79.737	115.184
000100110: 1040 25 33	YNL327W YOL148C YGR252W	74.664	binding enriched|binding enriched|+	95.045	63.383	65.564
000100110: 1040 18 40	YNL327W YPL254W YDL005C	106.747333333	binding enriched|binding enriched|+	102.533	125.892	91.817
000100110: 1040 10 218	YNL327W YIL101C YDR463W	64.724	binding enriched|binding enriched|binding enriched	84.72	29.715	79.737
000100110: 1040 10 33	YNL327W YIL101C YGR252W	66.3	binding enriched|binding enriched|binding enriched	55.78	63.383	79.737
000100110: 1041 55 1	YER034W YER159C YLR403W	95.7183333333	?|?|binding enriched	90.858	137.309	58.988
000100110: 1041 31 59	YER034W YBR049C YPR086W	68.4056666667	binding enriched|binding enriched|binding enriched	57.992	76.52	70.705
000100110: 1041 31 18	YER034W YBR049C YPL254W	72.713	binding enriched|binding enriched|binding enriched	51.709	95.725	70.705
000100110: 1041 1 31	YER034W YLR403W YBR049C	108.824666667	binding enriched|binding enriched|?	118.46	70.705	137.309
000100110: 1042 655 10	YPR043W YOR363C YIL101C	74.0643333333	binding enriched|binding enriched|-	64.855	59.972	97.366
000100110: 1042 175 218	YPR043W YGL073W YDR463W	92.9203333333	binding enriched|binding enriched|+	98.319	91.42	89.022
000100110: 1042 175 10	YPR043W YGL073W YIL101C	60.1123333333	binding enriched|binding enriched|+	31.343	59.972	89.022
000100110: 1042 175 1	YPR043W YGL073W YLR403W	113.717333333	?|+|+	99.523	152.607	89.022
000100110: 1042 99 49	YPR043W YOR032C YNL216W	58.7123333333	-|+|-	42.951	76.707	56.479
000100110: 1042 86 218	YPR043W YLR223C YDR463W	121.062	binding enriched|binding enriched|bound	123.393	91.42	148.373
000100110: 1042 86 1	YPR043W YLR223C YLR403W	109.619333333	+|+|bound	27.878	152.607	148.373
000100110: 1042 83 218	YPR043W YPL075W YDR463W	73.3586666667	binding enriched|binding enriched|+	100.979	91.42	27.677
000100110: 1042 83 10	YPR043W YPL075W YIL101C	51.6503333333	binding enriched|binding enriched|+	67.302	59.972	27.677
000100110: 1042 83 1	YPR043W YPL075W YLR403W	107.955333333	?|+|+	143.582	152.607	27.677
000100110: 1042 49 31	YPR043W YNL216W YBR049C	76.0513333333	binding enriched|binding enriched|+	94.046	57.401	76.707
000100110: 1042 44 81	YPR043W YDR259C YJL127C	93.188	?|+|binding enriched	111.077	96.344	72.143
000100110: 1042 44 49	YPR043W YDR259C YNL216W	74.8933333333	binding enriched|+|binding enriched	75.83	76.707	72.143
000100110: 1042 44 10	YPR043W YDR259C YIL101C	73.676	binding enriched|binding enriched|binding enriched	88.913	59.972	72.143
000100110: 1042 10 218	YPR043W YIL101C YDR463W	78.704	binding enriched|binding enriched|binding enriched	84.72	91.42	59.972
000100110: 1042 10 1	YPR043W YIL101C YLR403W	109.932666667	+|+|binding enriched	117.219	152.607	59.972
000100110: 1042 1 31	YPR043W YLR403W YBR049C	109.489333333	binding enriched|binding enriched|+	118.46	57.401	152.607
000100110: 1043 1499 1	YHR215W YJL110C YLR403W	116.250666667	+|+|-	127.714	106.873	114.165
000100110: 1043 564 40	YHR215W YHR041C YDL005C	72.0063333333	binding enriched|binding enriched|-	46.86	105.526	63.633
000100110: 1043 517 44	YHR215W YLR418C YDR259C	116.681666667	binding enriched|binding enriched|+	125.233	123.186	101.626
000100110: 1043 517 1	YHR215W YLR418C YLR403W	73.378	?|+|+	11.635	106.873	101.626
000100110: 1043 339 40	YHR215W YNL199C YDL005C	99.3333333333	binding enriched|binding enriched|-	72.7	105.526	119.774
000100110: 1043 293 143	YHR215W YDL020C YDR392W	115.092	binding enriched|+|+	114.12	134.183	96.973
000100110: 1043 293 1	YHR215W YDL020C YLR403W	121.404333333	?|+|+	160.367	106.873	96.973
000100110: 1043 282 143	YHR215W YOL004W YDR392W	124.888333333	binding enriched|+|+	126.156	134.183	114.326
000100110: 1043 175 218	YHR215W YGL073W YDR463W	101.680666667	binding enriched|-|+	98.319	131.275	75.448
000100110: 1043 175 1	YHR215W YGL073W YLR403W	93.948	?|+|+	99.523	106.873	75.448
000100110: 1043 143 49	YHR215W YDR392W YNL216W	110.167	binding enriched|+|+	70.975	125.343	134.183
000100110: 1043 83 339	YHR215W YPL075W YNL199C	92.568	+|-|+	83.386	119.774	74.544
000100110: 1043 83 218	YHR215W YPL075W YDR463W	102.266	binding enriched|-|+	100.979	131.275	74.544
000100110: 1043 83 143	YHR215W YPL075W YDR392W	102.641666667	binding enriched|+|+	99.198	134.183	74.544
000100110: 1043 83 1	YHR215W YPL075W YLR403W	108.333	?|+|+	143.582	106.873	74.544
000100110: 1043 81 40	YHR215W YJL127C YDL005C	103.720666667	binding enriched|binding enriched|+	82.494	105.526	123.142
