id1	id2	reg	distance
YIL101C	YOR306C	binding enriched	78.355
YOR174W	YMR122W-A	binding enriched	79.894
YDR259C	YOR231W	binding enriched	71.685
YOL145C	YIL160C	binding enriched	79.070
YER159C	YJL048C	binding enriched	67.524
YLR403W	YGR240C	?	71.444
YJL127C	YBR284W	?	106.178
YOR344C	YGR161C-D	+	102.327
YPR086W	YIL156W	binding enriched	101.636
YER111C	YOL162W	binding enriched	66.370
YDR253C	YKL007W	bound	111.156
YGR252W	YPR184W	binding enriched	92.304
YOR110W	YIR002C	binding enriched	103.525
YDR310C	YOL014W	+	124.648
YDR259C	YAL017W	binding enriched	130.723
YLR403W	YOR161C	-	144.033
YDR207C	YDR452W	binding enriched	36.444
YPR104C	YIL099W	binding enriched	69.168
YNL236W	YGR180C	+	91.825
YBR049C	YGR173W	binding enriched	61.119
YIL101C	YMR056C	binding enriched	67.408
YNL216W	YIL074C	+	66.822
YJL127C	YPR007C	?	91.479
YER040W	YDR513W	binding enriched	94.811
YBR049C	YKR023W	binding enriched	73.969
YOR110W	YOR152C	binding enriched	19.158
YIL131C	YER039C-A	binding enriched	28.255
YMR042W	YGR138C	-	85.321
YER159C	YLL060C	binding enriched	63.413
YIL131C	YDL157C	binding enriched	90.767
YHL020C	YJR073C	-	77.188
YIL101C	YJL010C	binding enriched	59.747
YBR083W	YLR157C-A	+	78.908
YLR403W	YCL067C	?	138.963
YJL127C	YCR101C	?	107.434
YGL073W	YOL121C	+	75.559
YOR174W	YGR117C	binding enriched	99.732
YPR104C	YHL027W	binding enriched	56.491
YIL036W	YIL052C	+	16.425
YBR049C	YLL003W	binding enriched	81.569
YDR146C	YDL184C	-	27.461
YLR098C	YLR256W-A	binding enriched	96.250
YBR112C	YPL117C	binding enriched	43.999
YNL330C	YGR119C	binding enriched	85.987
YLR418C	YJR147W	+	138.318
YDR207C	YKL148C	binding enriched	62.828
YOR229W	YFR015C	-	120.862
YMR021C	YLR227W-A	+	159.748
YJL127C	YKL108W	?	70.653
YIL036W	YLR432W	+	142.129
YER159C	YML120C	binding enriched	68.389
YOR344C	YLR035C-A	+	101.803
YEL009C	YPR183W	?	104.422
YNL068C	YCL025C	binding enriched	70.730
YML007W	YLR327C	-	165.834
YPL075W	YNL135C	+	103.841
YJL127C	YDR369C	?	113.398
YDL005C	YJR025C	binding enriched	53.694
YDL106C	YBR072W	binding enriched	82.693
YHR058C	YLR120C	binding enriched	74.352
YIL036W	YMR186W	+	99.414
YDR207C	YLR460C	binding enriched	127.860
YDL005C	YMR029C	binding enriched	38.784
YML007W	YAL016W	binding enriched	28.413
YEL009C	YFL014W	?	27.347
YDL005C	YBL089W	binding enriched	86.095
YIR018W	YLR346C	?	167.926
YOR344C	YDR098C-B	+	102.584
YOR110W	YNL106C	binding enriched	51.639
YIR018W	YGR143W	binding enriched	97.864
YEL009C	YNL143C	?	89.797
YPR104C	YJL136C	binding enriched	106.448
YHR058C	YOR226C	binding enriched	126.311
YLR403W	YHR164C	?	122.037
YPR104C	YBR225W	binding enriched	71.953
YIL101C	YGL257C	binding enriched	41.285
YOR174W	YDL106C	binding enriched	53.890
YIL101C	YEL005C	binding enriched	60.834
YDR259C	YHR214C-C	binding enriched	119.986
YIR018W	YCR061W	?	67.722
YDR463W	YAR071W	-	147.086
YKL112W	YJL002C	+	69.413
YEL009C	YIL169C	?	61.742
YPL075W	YPL231W	+	55.387
YOR174W	YML032C	binding enriched	102.663
YLR403W	YNL258C	?	114.496
YPR086W	YKL168C	binding enriched	55.443
YJL127C	YGL024W	?	52.423
YLR403W	YGR175C	?	60.448
YDR392W	YDR019C	+	99.637
YIL101C	YOR027W	binding enriched	57.508
YPR086W	YBL044W	binding enriched	75.027
YDR259C	YDR256C	binding enriched	5.209
YLR098C	YDR368W	binding enriched	104.379
YGR104C	YBL078C	binding enriched	22.266
YCR084C	YGL171W	+	73.113
YIL131C	YBR278W	binding enriched	67.563
YPL075W	YIL142W	+	87.943
YNL216W	YLR441C	+	131.760
YJL127C	YPR200C	?	111.827
YGR252W	YML011C	binding enriched	112.939
YOL108C	YGL163C	binding enriched	68.270
YDL005C	YHR117W	binding enriched	73.405
YOR110W	YNL310C	binding enriched	38.764
YNL216W	YDR098C-A	-	66.930
YLR403W	YHR196W	?	94.805
YIL101C	YCR106W	binding enriched	60.333
YLR176C	YLR019W	binding enriched	138.512
YIR018W	YIL082W-A	?	56.781
YPL075W	YLL018C	+	80.317
YKR099W	YMR120C	+	56.733
YLR071C	YHL008C	binding enriched	71.004
YIL101C	YBR256C	binding enriched	58.791
YOL148C	YBL005W-B	+	101.479
YGL073W	YJL034W	+	69.684
YDR423C	YPL280W	-	83.690
YIL101C	YGR204W	binding enriched	45.869
YNL236W	YFL031W	+	87.530
YER159C	YMR070W	binding enriched	93.346
YJL127C	YPL197C	+	99.757
YDL005C	YKL174C	binding enriched	83.585
YLR131C	YGL028C	+	48.206
YOR363C	YBR009C	-	114.237
YNL216W	YDR388W	+	71.447
YDR259C	YPR041W	binding enriched	73.993
YOL148C	YMR266W	+	118.449
YIL131C	YJR074W	binding enriched	55.478
YPL075W	YGR192C	+	77.318
YDR392W	YLR162W	-	126.450
YCR084C	YIL123W	+	38.578
YML007W	YIL046W-A	binding enriched	54.777
YLR403W	YMR136W	-	127.010
YLR418C	YLR040C	+	130.182
YGR116W	YLR227C	binding enriched	73.733
YPR065W	YJR047C	-	86.583
YPL075W	YBL082C	+	60.809
YDR253C	YJL189W	bound	93.798
YML007W	YKR086W	binding enriched	65.467
YOR110W	YDR086C	binding enriched	53.024
YLR451W	YLL010C	binding enriched	168.655
YDR423C	YAL015C	-	135.787
YNL216W	YPL090C	+	92.166
YDR259C	YJR149W	binding enriched	72.810
YGR116W	YOR156C	binding enriched	116.779
YIL036W	YKL150W	-	97.829
YLR403W	YLR249W	+	21.615
YJL127C	YOR177C	?	66.335
YIL101C	YOR018W	binding enriched	61.094
YGR252W	YGR062C	binding enriched	51.453
YOL004W	YGR055W	binding enriched	87.476
YIL036W	YPR044C	+	80.109
YHL027W	YML045W-A	+	30.503
YDL005C	YLL066W-B	binding enriched	56.087
YOR110W	YGR229C	binding enriched	98.062
YLR223C	YGR034W	bound	113.780
YLR403W	YDR530C	-	124.755
YIL101C	YGL127C	binding enriched	29.994
YNL103W	YCR047C	?	90.856
YOR110W	YMR165C	binding enriched	91.473
YBR112C	YDR075W	binding enriched	80.095
YBR049C	YPL047W	binding enriched	48.301
YLR182W	YNR044W	+	155.293
YIL036W	YLR264W	+	134.269
YDL005C	YEL011W	binding enriched	35.840
YPL075W	YHR086W	-	19.929
YLR176C	YOL016C	+	163.804
YDR259C	YMR074C	binding enriched	58.846
YIL036W	YHL015W	+	50.271
YLR403W	YOR371C	-	88.368
YER159C	YFR047C	binding enriched	97.118
YPL075W	YNL067W	+	97.805
YNL216W	YHR136C	+	95.007
YLR071C	YDR041W	binding enriched	90.953
YPL254W	YIL053W	+	92.692
YOR110W	YER155C	binding enriched	63.289
YLR403W	YLR257W	?	18.205
YPR086W	YNL149C	binding enriched	89.951
YBR083W	YER138W-A	+	64.693
YJL127C	YLL030C	?	59.530
YDR207C	YJL165C	binding enriched	103.369
YOR174W	YKL032C	binding enriched	92.136
YLR403W	YMR031C	?	159.118
YLR403W	YPR167C	?	147.211
YGL073W	YGL014W	+	54.162
YCL058W-A	YGL236C	binding enriched	103.934
YOR110W	YLL026W	binding enriched	103.382
YPL075W	YBL072C	+	55.447
YBR083W	YNL284C-B	+	78.217
YIL101C	YDR212W	binding enriched	71.004
YDR423C	YER094C	-	66.785
YKL109W	YIL104C	+	61.536
YBL054W	YPL014W	-	65.287
YGR116W	YMR040W	binding enriched	92.842
YDR259C	YNL064C	binding enriched	105.084
YLR403W	YGL188C	?	78.440
YNL103W	YCR012W	?	106.903
YGR252W	YLR405W	binding enriched	64.128
YDR259C	YNL091W	binding enriched	110.339
YPR086W	YOR267C	binding enriched	108.896
YIL036W	YDL023C	-	52.141
YDL005C	YLR088W	binding enriched	64.622
YGL035C	YOR298C-A	+	93.477
YLR403W	YHR062C	?	131.929
YFR034C	YBR244W	+	121.719
YEL009C	YBR296C	-	129.876
YLR071C	YKL016C	binding enriched	84.019
YER161C	YDL123W	binding enriched	80.017
YCR081W	YKR093W	-	80.752
YDR253C	YPL062W	bound	78.627
YBR049C	YBR175W	binding enriched	40.899
YPR052C	YHR087W	binding enriched	37.291
YIL036W	YER110C	+	60.886
YOR110W	YJL184W	binding enriched	48.746
YJL127C	snR63	?	97.169
YLR403W	YDR216W	?	120.909
YPR133C	YER080W	binding enriched	103.229
YEL009C	YLR365W	?	169.691
YPL254W	YIL119C	+	68.846
YLR403W	YPR064W	?	159.034
YBR112C	YGR023W	binding enriched	73.649
YPR086W	YLR251W	binding enriched	145.864
YDR259C	YAL022C	binding enriched	122.225
YLR403W	YJL019W	+	176.527
YER161C	YPL111W	-	90.781
YDR176W	YEL065W	+	115.809
YGR252W	YHR138C	binding enriched	71.234
YBR049C	YBL076C	binding enriched	25.474
YPL254W	YDR510W	binding enriched	65.669
YGR252W	YNL316C	binding enriched	76.042
YGR116W	YFL061W	binding enriched	87.488
YIL131C	YDR034C	binding enriched	61.875
YGL073W	YOL109W	+	83.608
YLR098C	YML133C	binding enriched	42.781
YOR174W	YPL058C	binding enriched	115.224
YDL170W	YGL123W	binding enriched	94.288
YNL103W	YJL143W	?	16.303
YER159C	YOR273C	binding enriched	45.982
YDR463W	YPL201C	binding enriched	59.387
YIR018W	YHR160C	?	65.135
YDR463W	YGR179C	binding enriched	86.559
YHR058C	YNL206C	binding enriched	94.104
YGR116W	YDR257C	binding enriched	94.116
YER159C	YER107C	binding enriched	27.003
YPR086W	YBR219C	binding enriched	73.922
YMR016C	YOR382W	+	100.188
YPR104C	YML024W	binding enriched	48.247
YOR174W	YCL005W-A	binding enriched	135.242
YDL005C	YLR016C	binding enriched	32.651
YNL068C	YNR014W	binding enriched	53.631
YLR403W	YNL175C	-	111.846
YLR403W	YLL027W	?	147.585
YDR463W	YNL231C	binding enriched	60.276
YMR037C	YBR088C	binding enriched	63.983
YBR049C	YKL161C	+	100.533
YPR104C	YGR016W	binding enriched	86.921
YMR037C	YML078W	binding enriched	34.106
YPR104C	YBR196C-B	binding enriched	74.523
YIL131C	YPR010C	binding enriched	79.957
YIR018W	YDR261C-C	?	137.917
YDR259C	YDR061W	binding enriched	57.062
YPL254W	YLR414C	+	99.842
YPL075W	YIL048W	binding enriched	80.602
YDR310C	YPL033C	-	112.893
YIL131C	YEL048C	binding enriched	42.452
YIL131C	YHR188C	binding enriched	48.210
YGL013C	YOR156C	-	117.248
YNL236W	YIL022W	+	90.738
YBR081C	YER104W	binding enriched	41.072
YIL036W	YML125C	+	68.377
YDR253C	YJL028W	bound	108.745
YNL236W	YKL104C	+	42.170
YLR131C	YOL084W	+	75.032
YPR086W	YIL152W	binding enriched	97.235
YGL073W	YFR053C	+	96.504
YPR008W	YOL016C	-	32.696
YGR104C	YPL135W	binding enriched	53.448
YDR207C	YJL088W	-	109.021
YOR363C	YDL061C	-	87.449
YIL101C	YPR143W	binding enriched	79.184
YLR403W	YPL059W	?	149.641
YIL131C	YGR152C	binding enriched	47.012
YPR086W	YDL222C	binding enriched	50.504
YOR174W	YML031W	binding enriched	101.984
YER159C	YDR379C-A	binding enriched	71.500
YLR403W	YHR126C	-	119.770
YLR071C	YFR052W	binding enriched	90.930
YIL101C	YHL038C	binding enriched	54.842
YIL131C	YOL122C	binding enriched	62.111
YEL009C	YMR173W	?	120.323
YBR049C	YEL071W	binding enriched	61.047
YLR403W	YFL034C-A	+	159.342
YLR403W	YKR094C	?	173.080
YNL216W	YGR027W-A	-	93.338
YGR252W	YPR165W	binding enriched	92.274
YDL170W	YJL027C	binding enriched	91.204
YIL101C	YGL134W	binding enriched	38.089
YCR084C	YLR044C	+	59.463
YCR084C	YJL200C	+	103.428
YGR252W	YDL197C	binding enriched	80.924
YLR403W	YOL086C	+	130.173
YNL216W	YDR406W	binding enriched	72.046
YDR423C	YFL053W	-	87.632
YIL101C	YGL213C	binding enriched	47.229
YIL036W	YER009W	+	33.814
YGR104C	YER178W	binding enriched	68.545
YDR123C	YHR120W	binding enriched	62.603
YLR403W	YGL038C	?	126.883
YGL071W	YBR177C	+	59.356
YJL127C	YDL061C	+	89.964
YLR176C	YLL054C	binding enriched	122.828
YJL127C	YLR033W	?	43.256
YGR252W	YLR377C	binding enriched	67.206
YMR280C	YLL026W	+	102.565
YOL148C	YGR214W	+	101.166
YDR259C	YPL216W	binding enriched	38.381
YDR259C	YLR014C	binding enriched	120.278
YPR086W	YMR261C	binding enriched	64.024
YDL106C	YDR310C	binding enriched	69.058
YJL127C	YPR002W	-	96.008
YIR023W	YLR162W	-	134.174
YMR021C	YBR296C	+	106.932
YLR071C	YIL126W	binding enriched	37.101
YGR252W	YGL196W	binding enriched	27.672
YDR392W	YDR085C	binding enriched	58.819
YLR403W	YPL160W	?	110.447
YDR397C	YNL077W	binding enriched	106.647
YIL101C	YJR074W	binding enriched	45.515
YBR049C	YHR075C	binding enriched	19.283
YJR060W	YNL036W	-	26.628
YEL009C	YMR303C	?	113.103
YLR403W	YKL122C	-	162.400
YBR112C	YHL024W	binding enriched	72.239
YDR259C	YNL304W	binding enriched	68.127
YML099C	YHR136C	-	35.593
YDR207C	YNL270C	binding enriched	62.680
YIL131C	YPL209C	binding enriched	82.346
YLR403W	YPR036W	?	159.245
YJL127C	YCR099C	?	107.836
YIR018W	YER106W	?	80.727
YIL101C	YNL259C	binding enriched	61.085
YNL236W	YDR356W	+	81.734
YGL073W	YKL096W	+	95.861
YGR252W	YOR302W	binding enriched	61.377
YDR423C	YPR084W	-	76.206
YNL216W	YCR024C	+	88.107
YIL131C	YNL110C	binding enriched	47.372
YJL127C	YGR161C-C	-	96.151
YLR223C	YGL188C-A	bound	84.047
YDL005C	YCR073W-A	binding enriched	57.545
YPL075W	YJL008C	+	89.909
YIL101C	YOR264W	binding enriched	84.462
YDR253C	YPR039W	bound	70.395
YMR037C	YDR044W	binding enriched	15.972
YER159C	YER070W	binding enriched	33.746
YKR099W	YPL061W	+	58.546
YGL073W	YLR300W	+	101.866
YLR071C	YGR013W	binding enriched	40.162
YBR049C	YPR036W-A	binding enriched	60.580
YML007W	YOL004W	binding enriched	27.267
YNL236W	YPR158W-B	+	78.815
YDR259C	YGR099W	binding enriched	105.251
YBR049C	YBR234C	binding enriched	48.235
YHR058C	YBR102C	binding enriched	32.401
YLR403W	YMR229C	+	100.491
YPL254W	YIL015W	+	107.538
YDR259C	YPL017C	binding enriched	110.448
YGR252W	YKL110C	binding enriched	91.400
YDL170W	YNL080C	binding enriched	97.417
YOL148C	YOL040C	+	52.505
YML007W	YIL127C	binding enriched	71.683
YDR253C	YPL025C	bound	102.804
YIL101C	YLR209C	binding enriched	110.365
YHR206W	YPR009W	binding enriched	81.843
YDR392W	YIL015W	binding enriched	139.243
YIL036W	YDR034C-C	+	70.783
YDR259C	YPL101W	binding enriched	65.510
YPL254W	YMR065W	-	68.795
YDR392W	YGL056C	binding enriched	114.087
YOL148C	YLR157C-A	+	133.495
YGR252W	YBR176W	binding enriched	39.064
YOL148C	YHR010W	+	96.081
YPR086W	YIL036W	binding enriched	86.461
YLR403W	YJR145C	+	134.153
YER109C	YML100W	-	59.687
YPR086W	YOR173W	binding enriched	80.727
YGL073W	YDL082W	+	94.179
YIL131C	YGL238W	binding enriched	49.428
YDR259C	YBR048W	binding enriched	98.546
YLR403W	YKL185W	-	158.178
YJL110C	YLR162W	-	111.255
YLR403W	YLL053C	+	134.961
YML007W	YGL227W	binding enriched	122.260
YMR037C	YLR108C	binding enriched	95.572
YPR086W	YCR091W	binding enriched	62.978
YGR252W	YER133W	binding enriched	39.677
YKL112W	YLR058C	+	91.939
YIL131C	YMR214W	binding enriched	88.567
YGR252W	YLR216C	binding enriched	66.447
YPL254W	YNR067C	+	122.584
YOL148C	YER036C	+	56.191
YKR099W	YDR034C-C	-	24.858
YIL131C	YHR068W	binding enriched	59.312
YLR403W	YKR039W	+	178.004
YDR253C	YOL064C	bound	87.023
YER040W	YMR316C-A	+	77.831
YPR086W	YGL237C	binding enriched	101.697
YKL015W	YER155C	binding enriched	98.811
YPL075W	YPR052C	+	25.604
YDR392W	YDR101C	binding enriched	59.510
YLR223C	YNL178W	bound	117.939
YIL131C	YML028W	binding enriched	69.436
YJR060W	YCL040W	-	86.933
YKL185W	YMR108W	binding enriched	68.541
YJL127C	YLR307W	-	140.590
YNL330C	YER038C	binding enriched	83.944
YDR123C	YEL002C	binding enriched	120.376
YIL101C	YDR456W	binding enriched	75.818
YNL103W	YGL234W	?	55.683
YLR223C	YML073C	bound	141.400
YOL148C	YJR026W	+	49.851
YJL127C	YML083C	?	99.275
YPR065W	YMR316W	-	69.287
YIL036W	YMR108W	+	104.189
YBR049C	YFL014W	-	73.163
YMR182C	YLR194C	-	119.009
YLR403W	YPL227C	-	92.763
YDR253C	YLL055W	bound	94.572
YOR380W	YOR379C	-	0.350
YIR018W	YIL046W-A	binding enriched	40.549
YPL075W	YMR205C	+	52.157
YDR207C	YJR103W	binding enriched	85.689
YPR086W	YNL305C	binding enriched	91.977
YDR207C	YHR021C	binding enriched	99.369
YDR259C	YOR130C	binding enriched	67.345
YIR023W	YPL014W	+	44.404
YHR058C	YBR250W	binding enriched	64.659
YPL254W	YDR012W	+	81.218
YOR174W	YMR009W	binding enriched	101.046
YNL216W	YOR095C	binding enriched	25.731
YLR403W	YBR082C	?	105.448
YIL131C	YCL068C	binding enriched	54.562
YHR058C	YGL003C	binding enriched	67.855
YLR418C	YOR010C	+	179.058
YGR116W	YDR077W	binding enriched	92.105
YGR252W	YIR018C-A	binding enriched	111.958
YLR403W	YHR119W	-	124.314
YDR259C	YGL068W	binding enriched	110.729
YPL075W	YGL055W	+	93.756
YOL148C	YJL117W	+	30.441
YDR207C	YLR346C	binding enriched	123.772
YLR176C	YLR001C	binding enriched	162.188
YBR049C	YEL017W	binding enriched	84.503
YOR363C	YCR015C	-	123.561
YGR252W	YBR035C	binding enriched	85.163
YPL075W	YOR369C	+	107.732
YDL170W	YLR443W	binding enriched	148.266
YNL236W	YNL241C	+	9.012
YGR116W	YBR203W	binding enriched	30.374
YGL073W	YLR344W	+	102.547
YPL248C	YIL169C	+	95.848
YBR081C	YNR001C	binding enriched	89.461
YIL036W	YLR259C	+	132.024
YIL036W	YKL073W	+	91.300
YJL127C	YGL007W	?	75.640
YDR463W	YLR212C	binding enriched	122.335
YIL131C	YBL027W	binding enriched	43.029
YGR116W	YDR018C	binding enriched	76.130
YJL127C	YGL074C	?	51.411
YDR392W	YNL144C	binding enriched	76.688
YNL216W	YGL075C	binding enriched	68.289
YDR259C	YPL139C	binding enriched	51.923
YDR310C	YLL005C	-	138.834
YER159C	YKL008C	binding enriched	105.240
YDR259C	YOR394W	binding enriched	81.971
YJL127C	YJR087W	?	35.156
YJL127C	YJL119C	?	6.126
YNL330C	YOL127W	binding enriched	46.600
YJL127C	YBR250W	?	97.717
YOR174W	YDL143W	binding enriched	40.070
YOR110W	YOR046C	binding enriched	35.027
YDL005C	YLR095C	binding enriched	64.645
YIR018W	YLR329W	?	166.676
YGR252W	YDR475C	binding enriched	72.610
YJL127C	YNL202W	?	43.994
YBR049C	YER100W	binding enriched	64.110
YBR112C	YOR226C	binding enriched	122.278
YDL170W	YIL020C	binding enriched	117.476
YOR110W	YAR033W	binding enriched	108.994
YGR252W	YJR122W	binding enriched	68.217
YIL131C	YCL030C	binding enriched	56.453
YML007W	YPR166C	binding enriched	84.938
YNL103W	YGR157W	?	89.994
YEL009C	YHL021C	+	49.642
YOL116W	YDR179C	-	92.887
YPR104C	YBR105C	binding enriched	62.526
YMR037C	YLR162W-A	-	146.692
YOR344C	YJR148W	+	61.713
YDR259C	YPL040C	binding enriched	102.400
YIL131C	YLR091W	binding enriched	9.624
YOR110W	YLR068W	binding enriched	102.577
YBR083W	YOL103W-A	+	82.451
YPR008W	YGR138C	+	95.927
YDR259C	YCR093W	binding enriched	112.539
YBR049C	YPR133W-A	binding enriched	73.735
YOR110W	YOR016C	binding enriched	64.030
YGR252W	YMR131C	binding enriched	73.989
YIL101C	YIL026C	binding enriched	46.106
YIL101C	YPL082C	binding enriched	64.992
YDR310C	YOL016C	+	124.453
YLR176C	YGR284C	binding enriched	47.566
YLR176C	YDR528W	binding enriched	136.299
YJL127C	YER187W	?	27.121
YDR146C	YLR300W	binding enriched	136.078
YPL075W	YMR242C	+	56.033
YOL148C	YDR226W	+	97.411
YOR174W	YPR184W	binding enriched	73.725
YIL101C	YDR339C	binding enriched	95.930
YML007W	YKL052C	binding enriched	59.418
YOR110W	YHL019C	binding enriched	101.754
YLR403W	YCL037C	?	154.248
YLR223C	YOR375C	bound	97.515
YJL127C	YKR044W	?	86.999
YMR037C	YLL067C	binding enriched	84.503
YLR176C	YJR095W	binding enriched	135.692
YDR259C	YDR466W	binding enriched	33.235
YDR259C	YBR062C	binding enriched	91.144
YNL330C	YKL217W	binding enriched	70.057
YGR252W	YEL044W	binding enriched	90.152
YLR223C	YOR096W	bound	158.182
YOR032C	YOL084W	+	35.739
YGL073W	YKL035W	+	101.030
YDR207C	YBR114W	binding enriched	82.159
YGL073W	YGR038C-A	+	30.472
YNL236W	YER041W	-	51.177
YDR253C	YLR241W	bound	125.100
YER159C	YPL017C	binding enriched	107.191
YNL236W	YCR028C-A	-	84.415
YNL103W	YGR055W	?	85.566
YOR344C	YNL211C	-	60.523
YJL056C	YBR302C	+	130.619
YLR223C	YER091C	bound	104.463
YDR392W	YER056C	+	105.225
YIR018W	YOR115C	binding enriched	102.314
YDR259C	YNL268W	binding enriched	60.393
YGR252W	YOR006C	binding enriched	115.121
YLR403W	YGL111W	?	93.236
YOR174W	YDR018C	binding enriched	82.549
YOR174W	YGL129C	binding enriched	69.096
YNL330C	YOL014W	binding enriched	110.750
YNL103W	YIR017C	?	93.032
YNL330C	YDR144C	binding enriched	67.908
YMR037C	YML050W	binding enriched	24.460
YNL236W	YBL100C	+	101.739
YEL009C	YFL018C	?	26.613
YGL073W	YGR081C	-	23.722
YLR403W	YKL198C	+	147.940
YPL254W	YCR037C	-	65.793
YNL103W	YPR035W	?	102.225
YBR049C	YMR085W	-	64.418
YNL216W	YKR041W	binding enriched	71.249
YIL131C	YAL021C	binding enriched	76.928
YIL101C	YKR035W-A	binding enriched	65.277
YLR071C	YPL058C	binding enriched	83.694
YDR392W	YGR088W	binding enriched	107.286
YNL236W	YGR177C	+	96.426
YGR252W	YGL259W	binding enriched	24.647
YNL236W	YLR227W-A	+	142.762
YDR463W	YMR251W	binding enriched	60.137
YNL216W	YOR344C	binding enriched	55.342
YOR174W	YBR135W	binding enriched	109.666
YDL005C	YHR167W	binding enriched	65.929
YLR071C	YLR096W	binding enriched	24.834
YOR110W	YBR147W	binding enriched	99.759
YPL075W	YGL031C	+	82.728
YDR207C	YDR153C	binding enriched	17.307
YLR403W	YIL097W	?	117.226
YOL148C	YGR086C	+	99.245
YLR403W	YER063W	-	111.901
YDL005C	YKR050W	binding enriched	41.933
YIL036W	YHR055C	+	66.286
YIL101C	YER130C	binding enriched	47.857
YIL036W	YGR159C	+	74.005
YNL103W	YHL037C	?	104.556
YLR403W	YHR019C	+	154.841
YJL056C	YPL274W	?	113.864
YOR110W	YGR222W	binding enriched	93.542
YCR084C	YIL009W	+	55.366
YER159C	YDR214W	binding enriched	69.950
YDR392W	YJR045C	binding enriched	106.282
YLR418C	YOR236W	+	128.608
YJL127C	YCR060W	?	92.231
YDL005C	YDR151C	binding enriched	100.804
YIL101C	YML129C	binding enriched	32.075
YIL131C	YCR057C	binding enriched	49.106
YGR252W	YHR195W	binding enriched	48.029
YDL005C	YMR115W	binding enriched	88.010
YPL254W	YHR214C-C	+	66.275
YML007W	YJR105W	binding enriched	71.760
YIR018W	YOL017W	?/binding enriched	39.813
YGR104C	YDR050C	binding enriched	91.672
YBR049C	YPR074C	+	60.767
YNL314W	YBR045C	+	125.590
YLR176C	YGL197W	binding enriched	69.215
YOR110W	YGR083C	binding enriched	106.648
YJL127C	YNL017C	?	62.473
YOR174W	YMR058W	binding enriched	78.291
YIL036W	YDR225W	+	118.900
YDR423C	YIL155C	-	105.338
YNL216W	YKL152C	+	39.373
YIL101C	YBR105C	binding enriched	54.595
YLR403W	YOL040C	+	162.009
YIL131C	YNL095C	binding enriched	51.458
YDL106C	YFL004W	+	89.208
YDR310C	YNL319W	-	75.449
YOR344C	YHL021C	+	141.984
YGR252W	YOL012C	binding enriched	106.914
YIL131C	YOR273C	binding enriched	81.778
YPL254W	YLR084C	binding enriched	82.374
YHL027W	YOR192C-B	+	119.158
YBR049C	YFL002W-B	-	75.806
YBR049C	YGR037C	binding enriched	45.781
YNL216W	YBR031W	+	93.413
YCR084C	YML133C	+	49.122
YOR174W	YIR014W	binding enriched	119.663
YBR081C	YHL044W	binding enriched	50.934
YNL236W	YLR286C	+	142.098
YPL075W	YKL056C	+	65.442
YOR174W	YBR163W	binding enriched	91.950
YNL216W	YAL054C	binding enriched	65.354
YPL075W	YOL040C	+	78.924
YOR174W	YMR069W	binding enriched	73.375
YNL330C	YDL133W	binding enriched	64.633
YJL056C	YOR134W	+	59.027
YNL330C	YGR009C	binding enriched	121.869
YJL056C	YOL151W	+	25.692
YOL004W	YKL060C	+	43.166
YBL103C	YJR148W	-	94.542
YLR176C	YGR180C	-	53.014
YDR392W	YLR346C	binding enriched	115.364
YDR448W	YDR174W	binding enriched	53.939
YJL127C	YJR114W	?	33.197
YNL216W	YGR203W	binding enriched	62.459
YBR049C	YNR037C	binding enriched	99.147
YIL131C	YGR131W	binding enriched	28.667
YER161C	YPL014W	-	99.135
YPR086W	YBR026C	binding enriched	55.980
YGR104C	YER075C	binding enriched	55.139
YIL101C	YLR466C-B	binding enriched	116.130
YER169W	YDR525W-A	binding enriched	87.508
YOR110W	YLR213C	binding enriched	158.283
YLR182W	YPL092W	+	123.605
YHL020C	YHR067W	-	43.616
YOR174W	YPR182W	binding enriched	70.756
YOR230W	YIR013C	binding enriched	130.886
YML007W	YGL058W	binding enriched	78.495
YOR174W	YML127W	binding enriched	65.030
YBR083W	YPR002W	+	76.271
YIL036W	YNL209W	+	83.729
YDL170W	YMR250W	binding enriched	78.403
YCR081W	YOR383C	-	92.818
YIL101C	YDR533C	binding enriched	79.013
YOR110W	YMR102C	binding enriched	82.190
YDR392W	YMR050C	+	87.370
YOR110W	YJL218W	binding enriched	45.937
YBR049C	YML058W	+	50.342
YOR344C	YML039W	+	134.702
YMR037C	YNL044W	binding enriched	85.109
YLR176C	YNR018W	binding enriched	154.318
YLR418C	YBR302C	+	60.884
YBR083W	YMR173W	+	54.081
YIL036W	YLR339C	+	135.913
YOL108C	YCR034W	binding enriched	93.673
YNL216W	YDR012W	+	69.211
YLR403W	YMR195W	?	115.321
YPL075W	YGL200C	+	107.682
YBR049C	YNR052C	binding enriched	101.615
YOL108C	YLR215C	binding enriched	155.543
YLR403W	YGR121C	+	78.995
YLR403W	YML093W	?	139.510
YPR104C	YIL149C	binding enriched	99.528
YDR253C	YHR099W	bound	65.997
YDL005C	YNL077W	binding enriched	85.934
YIL036W	YIL011W	+	36.798
YOR174W	YGR268C	binding enriched	88.461
YPL075W	YAL038W	+	89.010
YFR034C	YOR385W	+	118.202
YIL101C	YGR200C	binding enriched	42.417
YIR018W	YDL240W	?	102.088
YLR403W	YBR008C	-	160.487
YDR259C	YER123W	binding enriched	91.216
YDR207C	YGR086C	binding enriched	104.611
YGR252W	YJR127C	binding enriched	63.011
YCR084C	YDL182W	binding enriched	89.890
YNL236W	YPR020W	-	86.674
