type	id1	id2	distance
others	YNL068C	YLR152C	72.237
inter	YDR253C	YER088C	75.442
inter	YDR259C	YOR369C	68.487
others	YMR037C	YIL089W	61.138
inter	YGR252W	YDR152W	90.688
inter	YBR049C	YER085C	74.772
inter	YBR049C	YFR052W	88.537
inter	YPR086W	YJR006W	85.204
inter	YDR259C	YLR157C	118.352
inter	YDL005C	YGR037C	65.432
others	YNL199C	YOR393W	65.725
others	YNL103W	YHR007C	96.442
inter	YIL101C	YGL070C	31.357
others	YGL181W	YPL257W-A	75.243
inter	YBR049C	YOR237W	115.073
others	YEL009C	YHR022C	50.799
inter	YOL148C	YLR355C	160.490
inter	YIR018W	YOR275C	125.582
others	YLR014C	YOR034C	42.687
inter	YPR086W	YDR171W	42.054
inter	YGL073W	YJR015W	86.216
others	YGR116W	YNL079C	74.312
inter	YOR110W	YPL101W	95.891
others	YGL035C	YMR085W	86.202
inter	YDL005C	YFL021W	6.211
others	YML027W	YLR465C	159.529
inter	YDL005C	YPR159C-A	83.036
inter	YIL131C	YFL057C	60.061
inter	YIR018W	YOR255W	124.866
inter	YIL131C	YHR036W	57.982
inter	YLR403W	YER069W	103.659
others	YOL108C	YKR018C	65.041
inter	YDR259C	YLR298C	128.936
inter	YNL216W	YEL046C	74.626
inter	YLR176C	YOR379C	94.433
others	YMR037C	YPL166W	51.272
others	YHR058C	YGR198W	67.844
inter	YOR174W	YNL297C	18.783
others	YPR052C	YPL055C	33.681
inter	YDR207C	YDR365W-B	40.037
inter	YNL216W	YDR299W	78.761
inter	YER159C	YIL121W	42.712
inter	YLR403W	YFR001W	173.954
inter	YDR463W	YOL077C	73.814
inter	YPR086W	YGR215W	81.696
inter	YDR253C	YLR141W	91.516
inter	YML007W	YJL058C	82.008
others	YNL236W	YPL240C	94.683
others	YHR058C	YIL009W	75.512
inter	YER159C	YLR312C	99.125
inter	YLR403W	YOR361C	94.209
others	YDR448W	YDR046C	86.229
others	YNL330C	YLR465C	97.861
inter	YJL127C	YOR009W	68.685
inter	YLR403W	YNL231C	132.294
inter	YLR403W	YOR303W	107.352
others	YPR104C	YDR234W	61.746
others	YJR060W	YOL016C	44.933
others	YOR344C	YMR045C	118.482
inter	YDR207C	YDR180W	17.184
inter	YOR110W	YGR283C	106.977
others	YEL009C	YOR391C	125.582
inter	YJL127C	YKL209C	71.425
inter	YPR086W	YOL032W	64.246
inter	YJL127C	YJR047C	45.209
inter	YDR259C	YBR126C	82.611
others	YLR223C	YLR388W	24.015
others	YER111C	YDR487C	67.809
inter	YPL075W	YOR095C	94.293
inter	YLR403W	YOL101C	150.132
others	YKL112W	YIL051C	93.289
inter	YDR463W	YLR102C	93.454
inter	YML007W	YGR007W	30.167
inter	YJL127C	YOL085C	41.934
inter	YGR252W	YLR262C-A	65.044
inter	YLR403W	YOL127W	133.099
inter	YDR392W	YDL182W	40.247
others	YNL103W	YER019W	63.119
inter	YLR176C	YJL193W	135.315
inter	YLR403W	YFL031W	168.124
others	YKL015W	YIL123W	73.811
others	YNL236W	YBR005W	88.991
inter	YDR463W	YHR011W	119.968
others	YDR146C	YER042W	93.009
inter	YPL075W	YLR150W	91.226
inter	YDR463W	YLR304C	116.155
others	YPR065W	YLR261C	160.343
inter	YDL005C	YJL176C	109.817
inter	YLR403W	YGR202C	80.574
inter	YJL127C	YLL061W	50.153
others	YBR112C	YHR080C	32.675
inter	YGL073W	YER056C-A	31.250
inter	YDR259C	YER154W	73.859
inter	YDL005C	YGR093W	87.951
inter	YDR463W	YAL054C	117.666
inter	YLR403W	YGL258W	83.948
others	YLR223C	YBL087C	86.478
inter	YML007W	YJR027W	67.922
inter	YJL127C	YPR158W-B	108.553
inter	YBR049C	YLR356W	107.906
others	YPR065W	YJR150C	78.378
inter	YDL170W	YBR007C	108.971
inter	YNL216W	YPL144W	67.844
inter	YDR253C	YOR230W	69.281
others	YHR058C	YNL281W	98.762
others	YPL230W	YHR003C	108.353
inter	YGR252W	YBL041W	74.443
others	YDR423C	YHR088W	90.805
others	YGL013C	YNL193W	70.490
inter	YLR403W	YBR258C	70.113
inter	YIL131C	YLR259C	100.614
inter	YLR071C	YPR042C	87.580
others	YLR014C	YOL126C	71.701
inter	YGR252W	YJL051W	93.474
inter	YNL216W	YLR153C	87.165
others	YMR037C	YFL016C	55.005
others	YDR146C	YKR069W	62.754
inter	YIL131C	YML012W	75.361
inter	YLR071C	YFL061W	79.670
others	YNL199C	YBR179C	79.427
inter	YPL075W	YIL018W	80.711
others	YPR133C	YGL258W-A	96.751
others	YLR223C	YKL156W	161.786
inter	YIL101C	YOR367W	66.498
inter	YGR252W	YNL110C	60.623
others	YOL089C	YMR011W	65.017
inter	YLR403W	YLR301W	12.291
inter	YLR176C	YNL169C	114.053
inter	YDL005C	YGR225W	116.298
inter	YJL127C	YDR472W	93.687
others	YHR058C	YLR052W	80.526
others	YPR104C	YLL012W	85.990
others	YBR112C	YKL037W	105.040
inter	YOR110W	YLR383W	156.946
inter	YDR392W	YDR365W-A	18.005
others	YDR423C	YNL115C	68.290
inter	YBR049C	YIL062C	52.343
others	YGR104C	YEL066W	51.359
inter	YJL127C	YIL167W	37.845
others	YNR010W	YMR189W	118.041
others	YDL020C	YDR281C	100.244
inter	YLR403W	YBR040W	131.488
inter	YIL101C	YFL010W-A	57.829
inter	YLR403W	YCL018W	165.353
inter	YJL127C	YOL104C	48.091
inter	YJL127C	YOR349W	65.204
inter	YPL254W	YGL032C	93.903
inter	YGL073W	YJL079C	64.063
inter	YCR084C	YOL101C	90.294
inter	YLR403W	YNL339C	97.097
others	YGR116W	YOR020W-A	106.003
others	YDR043C	YLR162W-A	143.203
inter	YDR392W	YPL209C	55.748
inter	YIR018W	YOR063W	81.060
inter	YPR086W	YNR069C	101.127
inter	YLR403W	YMR216C	99.198
inter	YIL036W	YLR061W	21.945
inter	YLR403W	YBL094C	98.613
others	YBL103C	YOR220W	123.878
inter	YOR174W	YNL012W	114.195
inter	YDR259C	YGL209W	82.213
inter	YIL036W	YNL134C	84.605
inter	YJL127C	YER172C-A	34.689
others	YKR099W	YER092W	74.863
inter	YDR392W	YPL240C	69.645
others	YNL236W	YIL040W	86.284
inter	YOL148C	YBR296C	125.935
inter	YDR207C	YKL074C	76.112
others	YJL056C	YCR021C	86.575
inter	YGR252W	YPL028W	117.686
inter	YPL075W	YLR410W-A	142.051
inter	YDR253C	YEL071W	111.799
inter	YPL075W	YFL037W	57.135
others	YNL103W	YLR137W	71.185
inter	YER159C	YMR105C	96.217
inter	YLR176C	YOL105C	149.565
others	YHR058C	YJR140C	88.618
inter	YGR252W	YPL029W	117.061
inter	YLR403W	YJL125C	133.503
inter	YOR110W	YML013W	99.421
inter	YNL216W	YLR325C	134.854
inter	YJL127C	YHL005C	100.265
others	YPL139C	YLR194C	109.242
inter	YOR110W	YPL022W	92.128
inter	YPL075W	YCR028C-A	49.101
inter	YPR086W	YGL121C	89.154
others	YDR423C	YOL103W-A	75.454
others	YBL103C	YOR382W	89.181
others	YMR164C	YHR055C	56.931
others	YNL103W	YNL249C	25.099
inter	YGR252W	YGR146C-A	25.767
others	YNL103W	YBR020W	90.113
others	YGR116W	YJL141C	78.133
inter	YIR018W	YHR112C	83.192
inter	YJL127C	YJR158W	44.724
inter	YIL036W	YBR068C	55.572
others	YHR206W	YIL089W	43.902
inter	YIL101C	YPR006C	63.917
inter	YOR110W	YDR320C-A	80.423
inter	YLR403W	YPR029C	163.544
inter	YDR253C	YLL057C	95.021
inter	YGR252W	YLR367W	67.156
others	YDR146C	YDR121W	19.771
inter	YDR259C	YKL071W	80.419
others	YGR104C	YER144C	63.637
inter	YOL148C	YHR128W	119.830
others	YHR206W	YBR244W	34.302
inter	YJL127C	YBR216C	95.822
inter	YOL148C	YAL004W	99.920
others	YLR451W	YOR320C	104.976
others	YDR123C	YHR039C-A	73.523
inter	YIL101C	YDL070W	67.008
inter	YJL127C	YPR001W	95.662
inter	YJL127C	YMR190C	117.281
inter	YML007W	YER154W	102.474
inter	YDR392W	YDL097C	66.379
inter	YLR403W	YGR037C	123.440
inter	YIL131C	YNL031C	65.015
inter	YDL170W	YBL060W	110.775
inter	YLR176C	YDR288W	126.780
inter	YLR176C	YIL106W	106.125
inter	YLR403W	YJR160C	155.738
others	YLR098C	YLR157C-B	70.845
inter	YPR086W	YHR210C	70.738
inter	YGR252W	YMR302C	39.671
inter	YBR049C	YKR026C	76.489
inter	YDR253C	YOR349W	84.728
inter	YLR403W	YDR382W	108.051
inter	YML007W	YJL107C	82.195
inter	YNL216W	YGL062W	66.160
others	YOL004W	YLR173W	160.536
inter	YPL254W	YER138W-A	81.017
inter	YDL005C	YML014W	20.163
inter	YPL254W	YLR413W	99.981
others	YNL330C	YPL155C	76.606
inter	YIL131C	YGL196W	47.723
inter	YLR176C	YJR002W	163.997
inter	YIL036W	YMR008C	42.055
inter	YOR174W	YEL059C-A	99.570
inter	YLR403W	YPL048W	161.496
others	YNL229C	YHR136C	93.264
others	YER111C	YOL113W	66.204
others	YPR133C	YLR219W	152.820
others	YOL004W	YGR149W	107.130
inter	YER159C	YGL205W	18.633
inter	YDR259C	YBR243C	90.307
others	YOR028C	YKL178C	47.059
inter	YJL127C	YFL054C	61.152
others	YAL051W	YOL014W	27.490
inter	YLR071C	YML129C	63.584
inter	YDL005C	YKL148C	75.385
inter	YPR086W	YJL100W	94.029
inter	YDR253C	YFR034C	104.909
others	YNL236W	YLR432W	139.194
inter	YIL131C	YBR221W-A	50.913
inter	YDL170W	YDL090C	28.671
inter	YML007W	YBR181C	97.149
inter	YGL073W	YDR258C	107.076
inter	YJL127C	YLR265C	133.354
inter	YDR392W	YBR071W	96.082
others	YBL008W	YGR108W	76.786
others	YNL330C	YLR061W	100.722
others	YNL330C	YPL090C	103.937
inter	YLR071C	YAL038W	89.499
inter	YGR252W	YGR251W	1.251
others	YEL009C	YMR057C	89.103
others	YLR223C	YBL027W	125.586
others	YLR098C	YAR010C	87.456
inter	YNL216W	YPR042C	78.212
inter	YIL131C	YER001W	71.011
inter	YPL075W	YKL182W	86.881
inter	YBR049C	YBR229C	46.923
others	YBR279W	YDR083W	87.660
inter	YNL216W	YEL026W	82.130
inter	YGR252W	YJL174W	79.902
inter	YBR049C	YML109W	44.474
inter	YBR049C	YDR170W-A	82.710
inter	YDR259C	YHR059W	92.269
inter	YNL216W	YLR387C	133.859
inter	YGL073W	YBR072W	48.065
inter	YLR403W	YGR260W	60.061
inter	YGR252W	YPR091C	84.583
inter	YIL036W	YMR242C	103.754
inter	YGR252W	YGL051W	63.956
inter	YJL127C	YGL175C	56.805
inter	YIR018W	YJL170C	103.735
inter	YIL101C	YNL312W	82.557
inter	YOR174W	YBR222C	89.048
others	YOR344C	YDL136W	86.012
inter	YDL005C	YDL039C	42.717
inter	YIL101C	YHR120W	57.016
inter	YPL075W	YNL160W	100.212
inter	YDR253C	YHR083W	75.618
inter	YER159C	YHL021C	107.094
inter	YDL170W	YPR157W	43.109
others	YNL330C	YNL149C	41.510
inter	YIR018W	YML062C	76.707
others	YLR418C	YLR452C	9.986
inter	YJL127C	YPL143W	88.718
inter	YML007W	YER091C	87.276
inter	YGR252W	YBL029C-A	79.077
inter	YPR086W	YER142C	83.595
inter	YDL170W	YMR001C	104.983
others	YER109C	YGR166W	50.603
others	YPR133C	YPL282C	73.942
others	YDL106C	YMR011W	68.243
inter	YOL148C	YHL033C	115.641
inter	YBR049C	YMR184W	49.771
inter	YDL005C	YMR031C	41.466
others	YBR279W	YOR230W	110.373
others	YNL167C	YKR093W	82.005
others	YHL020C	YDR123C	85.606
inter	YDR463W	YER062C	91.420
inter	YML007W	YNL149C	105.664
inter	YLR176C	YGR054W	88.097
inter	YNL216W	YGR161W-A	96.247
inter	YPR086W	YJR076C	74.813
inter	YLR403W	YGR152C	67.518
others	YDR310C	YFR032C	126.820
inter	YOR110W	YNL016W	91.340
inter	YOR174W	YCR051W	103.940
inter	YDL170W	YHR072W	88.441
inter	YDL005C	YPL103C	82.330
others	YDR146C	YBR196C	73.944
inter	YLR071C	YJR120W	63.144
inter	YIL101C	YIL123W	12.333
inter	YGL073W	YNL327W	88.163
inter	YER159C	YPL056C	112.756
inter	YPL254W	YER034W	95.725
inter	YGL073W	YPR043W	89.022
inter	YPL254W	YHR215W	69.027
inter	YOR110W	YIR033W	88.148
others	YNL236W	YER165W	50.519
inter	YDR207C	YDR457W	37.561
others	YEL009C	YDL198C	117.004
others	YBR112C	YBR183W	25.357
others	YJR127C	YFR017C	64.540
inter	YIL101C	YHR064C	55.230
others	YER040W	YHR108W	77.961
inter	YDL005C	YOR234C	119.246
inter	YOR174W	YMR203W	90.997
inter	YDR259C	YNL054W	111.116
inter	YDL005C	YDR345C	126.010
others	YMR182C	YMR316W	38.941
inter	YDR259C	YNL131W	83.724
inter	YDR259C	YER063W	108.300
inter	YLR403W	YHR020W	154.775
inter	YBR049C	YDR414C	111.100
inter	YDR259C	YMR289W	44.182
others	YPR104C	YPR036W-A	18.895
inter	YER159C	YFR015C	102.966
inter	YER159C	YDR533C	63.436
inter	YBR049C	YDR342C	101.051
inter	YLR176C	YDR370C	121.257
inter	YNL216W	YAL034C	75.484
inter	YLR403W	YNL053W	138.173
others	YBR182C	YOR383C	65.040
inter	YER159C	YMR313C	51.735
inter	YDR463W	YNL276C	39.166
inter	YOR110W	YMR197C	94.605
others	YNL103W	YBR213W	93.434
inter	YLR403W	YER081W	100.792
others	YOL116W	YNR024W	74.617
inter	YLR403W	YGR160W	69.949
inter	YIR018W	YGL058W	64.258
inter	YDL005C	YJL192C	112.028
inter	YER159C	YDR085C	75.417
inter	YNL216W	YGL116W	57.568
others	YHL027W	YLL053C	60.823
others	YOL004W	YJR069C	48.942
inter	YDR392W	YNL098C	91.979
inter	YML007W	YDL073W	72.047
inter	YLR403W	YNR050C	159.561
others	YDR423C	YIL065C	110.935
others	YNL330C	YKR022C	104.804
inter	YDR259C	YLR350W	122.050
inter	YIL131C	YMR167W	91.634
others	YBR083W	YDR098C-A	70.223
inter	YJL127C	YLL017W	66.627
others	YMR016C	YBR296C	109.615
others	YNL236W	YOR071C	30.043
inter	YBR049C	YOR353C	113.614
others	YPL139C	YBR244W	53.414
inter	YNL216W	YHL001W	102.644
others	YLR014C	YGL197W	95.330
inter	YDL005C	YLR323C	167.312
inter	YDL005C	YNL115C	90.277
inter	YPL254W	YDL022W	83.609
others	YHR058C	YOR008C	84.106
inter	YGR252W	YHR199C-A	46.690
inter	YIL131C	YMR278W	65.117
others	YNL103W	YLR237W	123.231
inter	YIL101C	YOR183W	71.942
inter	YJL127C	YGR133W	67.129
inter	YLR176C	YOL117W	141.796
inter	YOL148C	YBR158W	108.020
inter	YIL101C	YDR454C	76.640
inter	YIL101C	YDL007W	58.435
inter	YPL254W	YDR261C-D	55.650
inter	YLR071C	YGR213C	65.038
inter	YLR176C	YBL034C	112.588
inter	YLR403W	YAR028W	194.344
others	YOL004W	YKL216W	73.739
others	YNL236W	YCR082W	88.896
inter	YIL101C	YNL079C	45.561
inter	YIL101C	YMR237W	73.263
inter	YGR252W	YLR035C	81.721
others	YGL013C	YDL150W	101.916
inter	YPL075W	YDL046W	51.741
others	YOR028C	YBR229C	97.551
others	YMR021C	YLR035C-A	77.889
others	YLR418C	YFL066C	153.633
inter	YGR252W	YPL183W-A	50.393
inter	YDL005C	YJL073W	68.213
inter	YOR174W	YNL014W	113.456
inter	YOR174W	YCR105W	126.967
inter	YLR403W	YML008C	172.924
inter	YNL216W	YER045C	47.357
inter	YDL170W	YOR090C	37.879
inter	YJL127C	YGR025W	75.376
inter	YDR207C	YKL035W	87.214
inter	YDL170W	YMR316C-A	70.671
inter	YLR403W	YIR028W	160.797
inter	YDR392W	YDR406W	14.878
inter	YIL101C	YPL097W	69.810
inter	YPL075W	YBR189W	65.630
inter	YDR253C	YNL098C	94.533
inter	YBR049C	YDR497C	87.304
inter	YNL216W	YBR182C	83.743
inter	YDL005C	YDR276C	114.240
others	YPL202C	YLR194C	112.877
others	YLR418C	YBR152W	87.400
inter	YCR084C	YLL024C	46.058
others	YNL236W	YDL095W	54.275
inter	YDR259C	YOR340C	75.959
inter	YNL216W	YNL096C	36.606
inter	YOL148C	YKR013W	84.115
inter	YLR403W	YOR357C	93.792
others	YNL103W	YLR301W	129.461
inter	YCR084C	YJL107C	72.892
inter	YNL216W	YOR152C	39.275
others	YDR423C	YIL127C	78.731
others	YPR133C	YLR162W-A	148.833
outhub	YDL005C	YJL127C	82.494
inter	YJL127C	YER036C	32.176
others	YEL009C	YOL143C	87.982
others	YLR055C	YBR073W	56.430
inter	YDR463W	YOR273C	41.719
inter	YDL005C	YGR133W	90.849
inter	YLR403W	YBR055C	113.876
inter	YIL036W	snR54	84.714
inter	YBR049C	YDR098C-A	84.866
inter	YDR207C	YIL094C	78.781
inter	YDR463W	YNL238W	60.668
inter	YPL075W	YPL265W	45.037
inter	YCR084C	YGL158W	75.517
inter	YPL075W	YEL026W	104.554
others	YDR310C	YFR023W	138.867
inter	YDR392W	YGR210C	72.162
others	YNL103W	YEL059W	61.670
inter	YIL036W	YGR234W	86.652
inter	YBR049C	YPR143W	78.780
inter	YDR253C	YGL234W	85.126
inter	YGL073W	YPL207W	91.798
inter	YDR463W	YPL115C	81.409
others	YML099C	YIL096C	46.837
inter	YGR252W	YNL328C	61.264
inter	YGR252W	YBR154C	36.984
others	YGL071W	YKL096W	95.729
inter	YLR403W	YMR126C	129.790
inter	YIL131C	YKL025C	88.209
inter	YIL101C	YIL120W	10.734
inter	YIR018W	YPL077C	85.330
others	YNL236W	YIL009W	93.875
inter	YPL254W	YNL217W	90.309
inter	YDL170W	YHR010W	100.415
inter	YBR049C	YGR231C	71.875
inter	YDL005C	YLR114C	87.019
inter	YOR110W	YGR261C	99.277
others	YPR104C	YIL068C	88.784
inter	YLR403W	YLL022C	152.766
others	YEL009C	YDL221W	103.032
others	YBR112C	YNL065W	94.075
inter	YIR018W	YDR176W	128.686
inter	YOR110W	YGR099W	113.750
inter	YER159C	YPR065W	102.283
others	YKR099W	YER159C-A	92.089
inter	YDL170W	YPL030W	93.786
inter	YPR086W	YOR134W	78.016
inter	YER159C	YMR140W	96.818
inter	YPL254W	YMR006C	96.716
inter	YDR259C	YBR139W	82.861
inter	YER159C	YNL131W	31.021
others	YDR123C	YLR085C	100.459
others	YLR055C	YDR046C	100.903
inter	YLR403W	YGR258C	59.496
inter	YDR259C	YOR367W	68.383
inter	YOL148C	YJR123W	46.323
others	YOL004W	YMR191W	106.329
inter	YOR110W	YGR007W	101.976
inter	YDR463W	YBR043C	115.866
inter	YDR253C	YKL094W	69.921
inter	YDR207C	YDR246W-A	10.663
inter	YIL131C	YHR178W	45.612
others	YDR397C	YIL117C	95.439
inter	YDR253C	YPR062W	67.955
inter	YNL216W	YAR009C	101.734
others	YNL314W	YOL016C	106.676
inter	YCR084C	YML045W-A	42.403
others	YDR443C	YPL014W	111.771
inter	YIL036W	YHR128W	69.375
others	YNL236W	YBL005W-A	95.891
inter	YGR252W	YBR139W	50.302
inter	YJL127C	YDR365W-B	117.865
inter	YIL101C	YDL195W	78.140
inter	YJL127C	YKL009W	82.937
inter	YOR174W	YNR072W	87.996
inter	YLR403W	YKL220C	158.654
others	YLR451W	YIL047C	131.937
others	YOL004W	YLR413W	175.093
inter	YML007W	YPR194C	86.200
inter	YDR259C	YNL259C	69.735
others	YNL236W	YJL138C	39.987
others	YGL071W	YNR050C	66.625
others	YOR229W	YOR273C	13.211
inter	YPL254W	YOL058W	102.140
others	YGL181W	YCL020W	104.581
inter	YDR253C	YGR271W	84.468
inter	YPL254W	YER062C	98.167
others	YBR081C	YOR267C	104.629
inter	YJL127C	YLR060W	56.378
inter	YOR110W	YLR308W	157.368
inter	YDL170W	YDL106C	25.884
inter	YNL216W	YBL013W	83.338
inter	YOR174W	YPL246C	88.891
inter	YPL075W	YGL048C	99.088
inter	YJL127C	snR72	74.829
inter	YDL170W	YOR385W	79.892
inter	YPR086W	YMR159C	34.835
inter	YLR071C	YNR068C	61.753
inter	YLR403W	YMR282C	94.921
inter	YDR259C	YOR362C	69.405
inter	YIL131C	YHR190W	48.500
others	YER109C	YGR250C	31.221
others	YPL042C	YML100W	37.118
others	YNL027W	YMR316C-A	112.245
others	YBR081C	YMR042W	64.014
inter	YIL131C	YML063W	79.093
inter	YDL005C	YNL059C	76.098
inter	YNL216W	YNL067W	35.576
inter	YDL170W	YLR144C	112.657
inter	YLR403W	YOR261C	120.294
others	YBR083W	YGR149W	41.957
others	YBL054W	YGR138C	43.447
others	YOR028C	YLR464W	164.309
others	YGR104C	YBR072W	24.185
inter	YLR071C	YBR101C	56.581
others	YNL027W	YOL016C	38.594
inter	YDR463W	YGR161W-C	101.415
inter	YGL073W	YDL048C	89.280
others	YMR021C	YCR021C	42.510
inter	YOR174W	YJL210W	45.574
others	YNL236W	YLR158C	122.071
others	YKL032C	YBR083W	81.740
others	YHR058C	YBL043W	41.925
inter	YDR259C	YDR011W	99.131
others	YNL330C	YMR220W	96.625
others	YBR112C	YPL016W	85.044
inter	YNL216W	YDL048C	59.255
inter	YDR463W	YNL327W	29.715
inter	YDL005C	YAR035W	50.434
inter	YDL170W	YLR044C	116.209
inter	YER159C	YLR454W	94.347
inter	YLR403W	YPR033C	161.098
inter	YDL005C	YMR099C	80.268
inter	YPL075W	YBR205W	67.331
others	YEL009C	YGL089C	71.183
inter	YGR252W	YGL080W	50.568
others	YKL112W	YOR194C	45.965
inter	YLR403W	YHL028W	168.312
others	YNL103W	YNL257C	29.482
inter	YDR463W	YBR244W	90.550
inter	YDR259C	YNL302C	68.097
inter	YER159C	YLR352W	99.409
outhub	YBR049C	YIR018W	73.114
inter	YBR049C	YKL072W	95.445
inter	YLR403W	YJR148W	134.146
inter	YDR463W	YBR069C	92.123
inter	YLR071C	YDR213W	102.229
inter	YJL127C	YOR063W	56.872
inter	YDR253C	YML054C	83.749
inter	YCR084C	YFR002W	53.247
inter	YPL075W	YGR038C-A	77.045
inter	YDL005C	YBR251W	109.333
inter	YPL075W	YBR084C-A	42.631
inter	YIL101C	YCR094W	57.837
inter	YLR403W	YGR275W	60.215
others	YKL112W	YKR065C	37.688
inter	YIL131C	YLR224W	102.277
inter	YDR463W	YMR140W	81.818
inter	YPR086W	YAL018C	79.413
inter	YOR110W	YDL223C	39.082
inter	YDR259C	YHR194W	85.378
inter	YER159C	YOR134W	74.119
others	YKR099W	YDR034C-D	24.637
others	YBR083W	YDR261W-A	82.503
others	YDL106C	YDL074C	19.141
others	YKL058W	YPR036W-A	40.581
inter	YNL216W	YPL080C	95.526
inter	YLR176C	YNR041C	154.137
inter	YIL101C	YJL196C	72.571
inter	YDL170W	YGR019W	120.153
inter	YNL216W	YLR402W	129.804
inter	YLR176C	YGL255W	78.116
inter	YDL005C	YIR012W	21.863
inter	YLR403W	YKL030W	182.275
inter	YIL036W	YHR215W	79.410
others	YBR112C	YNL221C	91.916
others	YNL068C	YPL239W	95.922
inter	YJL127C	YIL053W	61.591
inter	YNL216W	YDR261C-C	82.801
inter	YBR049C	YEL077C	67.428
inter	YDR392W	YOL103W-B	79.667
others	YHR058C	YDR171W	74.693
inter	YDL005C	YBR060C	68.531
inter	YBR049C	YDR411C	112.874
inter	YJL127C	YDL024C	75.204
inter	YDR259C	YCL059C	118.916
inter	YCR084C	YFL066C	62.256
inter	YOR110W	YGR234W	94.103
inter	YDL005C	YBR216C	107.796
others	YJL056C	YFL062W	51.728
inter	YIL101C	YEL013W	56.859
others	YLR223C	YLR075W	101.070
inter	YDR463W	YDR298C	36.107
others	YMR037C	YHR065C	47.472
others	YKL112W	YMR120C	60.893
others	YOL004W	YHR215W	114.326
others	YEL009C	YAL005C	25.554
others	YOL108C	YJL003W	72.080
others	YOR230W	YDR508C	49.120
inter	YIL131C	YKR048C	81.294
others	YNL103W	YPR065W	104.807
inter	YIL036W	YHR133C	71.058
others	YDR443C	YER150W	50.762
inter	YDR392W	YGR045C	125.685
inter	YGR252W	YPL223C	48.937
inter	YLR403W	YKL119C	158.883
inter	YIL131C	YML013W	75.674
inter	YOL148C	YLR452C	153.054
inter	YIL101C	YHR151C	51.798
inter	YIL131C	YER088C	24.584
others	YOR032C	YIR034C	48.511
inter	YLR071C	YGR146C	48.394
others	YER040W	YCR052W	60.045
others	YJL103C	YOL103W-B	32.816
inter	YGL073W	YER055C	31.198
inter	YER159C	YCL050C	95.439
inter	YJL127C	YBL087C	83.957
others	YPR104C	YKR092C	39.531
inter	YLR176C	YMR299C	96.950
inter	YPR086W	YDR174W	44.854
inter	YIL101C	YPL240C	69.271
others	YDR123C	YMR054W	30.494
inter	YIL036W	YDR418W	127.304
inter	YPL075W	YBR244W	78.467
inter	YDL005C	YLR159C-A	144.292
inter	YCR084C	YIL129C	41.070
inter	YOR174W	YEL048C	107.906
others	YKR099W	YDR316W-B	94.686
inter	YGR252W	YDR406W	77.696
inter	YML007W	YGL196W	121.782
inter	YJL127C	YLR004C	64.209
inter	YJL127C	YJR094W-A	33.523
others	YDR423C	YER161C	64.573
inter	YDR259C	YLR177W	135.392
inter	YDR259C	YFR049W	105.256
others	YBL103C	YBR005W	68.061
inter	YDL005C	YNL090W	98.031
others	YMR037C	YCR005C	68.175
inter	YLR403W	YCL039W	153.485
others	YLR223C	YGR117C	70.513
inter	YGR252W	YDR231C	77.216
inter	YGR252W	YDR160W	89.541
inter	YCR084C	YIL099W	37.378
others	YBR081C	YPL265W	34.669
inter	YDR253C	YCR048W	89.256
inter	YNL216W	YDL188C	44.408
inter	YLR176C	YOR322C	115.652
others	YDL056W	YPL014W	49.789
inter	YNL216W	YBL003C	87.049
inter	YML007W	YDL019C	19.984
inter	YDR259C	YHR050W-A	99.068
inter	YLR403W	YOL031C	166.774
inter	YIL101C	YCR030C	36.996
inter	YDL005C	YPL153C	82.773
inter	YLR403W	YBL020W	143.343
inter	YDR463W	YGL009C	126.136
others	YJL056C	YIL045W	68.468
others	YDR146C	YMR122W-A	27.147
inter	YBR049C	YJL077C	98.163
inter	YPR086W	YDL125C	46.108
inter	YDR392W	YOR095C	68.194
others	YOR363C	YPL271W	80.661
inter	YML007W	YBL027W	39.790
inter	YDR253C	YOR034C	83.216
inter	YML007W	YNR009W	39.797
inter	YDR259C	YGL047W	123.246
others	YDR169C	YIL037C	118.012
inter	YOR174W	YBR026C	109.774
inter	YLR071C	YDL022W	66.011
inter	YGR252W	YHR115C	79.160
others	YNL236W	RDN25-1	98.353
inter	YOR174W	YHR102W	95.148
others	YGL181W	YPR123C	107.656
inter	YPL075W	YHR046C	30.055
inter	YIR018W	YFL016C	20.820
inter	YOR110W	YER071C	85.399
inter	YBR049C	YHR008C	56.176
others	YNL236W	YNL329C	49.329
others	YEL009C	YEL076C-A	50.727
