type	id1	id2	distance
inter	YJL127C	YCR101C	107.434
inter	YGL073W	YOL121C	75.559
inter	YOR174W	YGR117C	99.732
others	YPR104C	YHL027W	56.491
inter	YIL036W	YIL052C	16.425
inter	YBR049C	YLL003W	81.569
others	YDR146C	YDL184C	27.461
others	YLR098C	YLR256W-A	96.250
others	YBR112C	YPL117C	43.999
others	YNL330C	YGR119C	85.987
others	YLR418C	YJR147W	138.318
inter	YDR207C	YKL148C	62.828
others	YOR229W	YFR015C	120.862
others	YMR021C	YLR227W-A	159.748
inter	YJL127C	YKL108W	70.653
inter	YIL036W	YLR432W	142.129
inter	YER159C	YML120C	68.389
others	YOR344C	YLR035C-A	101.803
others	YEL009C	YPR183W	104.422
others	YNL068C	YCL025C	70.730
inter	YML007W	YLR327C	165.834
inter	YPL075W	YNL135C	103.841
inter	YJL127C	YDR369C	113.398
inter	YDL005C	YJR025C	53.694
others	YDL106C	YBR072W	82.693
others	YHR058C	YLR120C	74.352
inter	YIL036W	YMR186W	99.414
inter	YDR207C	YLR460C	127.860
inter	YDL005C	YMR029C	38.784
inter	YML007W	YAL016W	28.413
others	YEL009C	YFL014W	27.347
inter	YDL005C	YBL089W	86.095
inter	YIR018W	YLR346C	167.926
others	YOR344C	YDR098C-B	102.584
inter	YOR110W	YNL106C	51.639
inter	YIR018W	YGR143W	97.864
others	YEL009C	YNL143C	89.797
others	YPR104C	YJL136C	106.448
others	YHR058C	YOR226C	126.311
inter	YLR403W	YHR164C	122.037
others	YPR104C	YBR225W	71.953
inter	YIL101C	YGL257C	41.285
inter	YOR174W	YDL106C	53.890
inter	YIL101C	YEL005C	60.834
inter	YDR259C	YHR214C-C	119.986
inter	YIR018W	YCR061W	67.722
inter	YDR463W	YAR071W	147.086
others	YKL112W	YJL002C	69.413
others	YEL009C	YIL169C	61.742
inter	YPL075W	YPL231W	55.387
inter	YOR174W	YML032C	102.663
inter	YLR403W	YNL258C	114.496
inter	YPR086W	YKL168C	55.443
inter	YJL127C	YGL024W	52.423
inter	YLR403W	YGR175C	60.448
inter	YDR392W	YDR019C	99.637
inter	YIL101C	YOR027W	57.508
inter	YPR086W	YBL044W	75.027
inter	YDR259C	YDR256C	5.209
others	YLR098C	YDR368W	104.379
others	YGR104C	YBL078C	22.266
inter	YCR084C	YGL171W	73.113
inter	YIL131C	YBR278W	67.563
inter	YPL075W	YIL142W	87.943
inter	YNL216W	YLR441C	131.760
inter	YJL127C	YPR200C	111.827
inter	YGR252W	YML011C	112.939
others	YOL108C	YGL163C	68.270
inter	YDL005C	YHR117W	73.405
inter	YOR110W	YNL310C	38.764
inter	YNL216W	YDR098C-A	66.930
inter	YLR403W	YHR196W	94.805
inter	YIL101C	YCR106W	60.333
inter	YLR176C	YLR019W	138.512
inter	YIR018W	YIL082W-A	56.781
inter	YPL075W	YLL018C	80.317
others	YKR099W	YMR120C	56.733
inter	YLR071C	YHL008C	71.004
inter	YIL101C	YBR256C	58.791
inter	YOL148C	YBL005W-B	101.479
inter	YGL073W	YJL034W	69.684
others	YDR423C	YPL280W	83.690
inter	YIL101C	YGR204W	45.869
others	YNL236W	YFL031W	87.530
inter	YER159C	YMR070W	93.346
inter	YJL127C	YPL197C	99.757
inter	YDL005C	YKL174C	83.585
others	YLR131C	YGL028C	48.206
others	YOR363C	YBR009C	114.237
inter	YNL216W	YDR388W	71.447
inter	YDR259C	YPR041W	73.993
inter	YOL148C	YMR266W	118.449
inter	YIL131C	YJR074W	55.478
inter	YPL075W	YGR192C	77.318
inter	YDR392W	YLR162W	126.450
inter	YCR084C	YIL123W	38.578
inter	YML007W	YIL046W-A	54.777
inter	YLR403W	YMR136W	127.010
others	YLR418C	YLR040C	130.182
others	YGR116W	YLR227C	73.733
others	YPR065W	YJR047C	86.583
inter	YPL075W	YBL082C	60.809
inter	YDR253C	YJL189W	93.798
inter	YML007W	YKR086W	65.467
inter	YOR110W	YDR086C	53.024
others	YLR451W	YLL010C	168.655
others	YDR423C	YAL015C	135.787
inter	YNL216W	YPL090C	92.166
inter	YDR259C	YJR149W	72.810
others	YGR116W	YOR156C	116.779
inter	YIL036W	YKL150W	97.829
inter	YLR403W	YLR249W	21.615
inter	YJL127C	YOR177C	66.335
inter	YIL101C	YOR018W	61.094
inter	YGR252W	YGR062C	51.453
others	YOL004W	YGR055W	87.476
inter	YIL036W	YPR044C	80.109
others	YHL027W	YML045W-A	30.503
inter	YDL005C	YLL066W-B	56.087
inter	YOR110W	YGR229C	98.062
others	YLR223C	YGR034W	113.780
inter	YLR403W	YDR530C	124.755
inter	YIL101C	YGL127C	29.994
others	YNL103W	YCR047C	90.856
inter	YOR110W	YMR165C	91.473
others	YBR112C	YDR075W	80.095
inter	YBR049C	YPL047W	48.301
others	YLR182W	YNR044W	155.293
inter	YIL036W	YLR264W	134.269
inter	YDL005C	YEL011W	35.840
inter	YPL075W	YHR086W	19.929
inter	YLR176C	YOL016C	163.804
inter	YDR259C	YMR074C	58.846
inter	YIL036W	YHL015W	50.271
inter	YLR403W	YOR371C	88.368
inter	YER159C	YFR047C	97.118
inter	YPL075W	YNL067W	97.805
inter	YNL216W	YHR136C	95.007
inter	YLR071C	YDR041W	90.953
inter	YPL254W	YIL053W	92.692
inter	YOR110W	YER155C	63.289
inter	YLR403W	YLR257W	18.205
inter	YPR086W	YNL149C	89.951
others	YBR083W	YER138W-A	64.693
inter	YJL127C	YLL030C	59.530
inter	YDR207C	YJL165C	103.369
inter	YOR174W	YKL032C	92.136
inter	YLR403W	YMR031C	159.118
inter	YLR403W	YPR167C	147.211
inter	YGL073W	YGL014W	54.162
others	YCL058W-A	YGL236C	103.934
inter	YOR110W	YLL026W	103.382
inter	YPL075W	YBL072C	55.447
others	YBR083W	YNL284C-B	78.217
inter	YIL101C	YDR212W	71.004
others	YDR423C	YER094C	66.785
others	YKL109W	YIL104C	61.536
others	YBL054W	YPL014W	65.287
others	YGR116W	YMR040W	92.842
inter	YDR259C	YNL064C	105.084
inter	YLR403W	YGL188C	78.440
others	YNL103W	YCR012W	106.903
inter	YGR252W	YLR405W	64.128
inter	YDR259C	YNL091W	110.339
inter	YPR086W	YOR267C	108.896
inter	YIL036W	YDL023C	52.141
inter	YDL005C	YLR088W	64.622
others	YGL035C	YOR298C-A	93.477
inter	YLR403W	YHR062C	131.929
others	YFR034C	YBR244W	121.719
others	YEL009C	YBR296C	129.876
inter	YLR071C	YKL016C	84.019
others	YER161C	YDL123W	80.017
others	YCR081W	YKR093W	80.752
inter	YDR253C	YPL062W	78.627
inter	YBR049C	YBR175W	40.899
others	YPR052C	YHR087W	37.291
inter	YIL036W	YER110C	60.886
inter	YOR110W	YJL184W	48.746
inter	YJL127C	snR63	97.169
inter	YLR403W	YDR216W	120.909
others	YPR133C	YER080W	103.229
others	YEL009C	YLR365W	169.691
inter	YPL254W	YIL119C	68.846
inter	YLR403W	YPR064W	159.034
others	YBR112C	YGR023W	73.649
inter	YPR086W	YLR251W	145.864
inter	YDR259C	YAL022C	122.225
inter	YLR403W	YJL019W	176.527
others	YER161C	YPL111W	90.781
others	YDR176W	YEL065W	115.809
inter	YGR252W	YHR138C	71.234
inter	YBR049C	YBL076C	25.474
inter	YPL254W	YDR510W	65.669
inter	YGR252W	YNL316C	76.042
others	YGR116W	YFL061W	87.488
inter	YIL131C	YDR034C	61.875
inter	YGL073W	YOL109W	83.608
others	YLR098C	YML133C	42.781
inter	YOR174W	YPL058C	115.224
inter	YDL170W	YGL123W	94.288
others	YNL103W	YJL143W	16.303
inter	YER159C	YOR273C	45.982
inter	YDR463W	YPL201C	59.387
inter	YIR018W	YHR160C	65.135
inter	YDR463W	YGR179C	86.559
others	YHR058C	YNL206C	94.104
others	YGR116W	YDR257C	94.116
inter	YER159C	YER107C	27.003
inter	YPR086W	YBR219C	73.922
others	YMR016C	YOR382W	100.188
others	YPR104C	YML024W	48.247
inter	YOR174W	YCL005W-A	135.242
inter	YDL005C	YLR016C	32.651
others	YNL068C	YNR014W	53.631
inter	YLR403W	YNL175C	111.846
inter	YLR403W	YLL027W	147.585
inter	YDR463W	YNL231C	60.276
others	YMR037C	YBR088C	63.983
inter	YBR049C	YKL161C	100.533
others	YPR104C	YGR016W	86.921
others	YMR037C	YML078W	34.106
others	YPR104C	YBR196C-B	74.523
inter	YIL131C	YPR010C	79.957
inter	YIR018W	YDR261C-C	137.917
inter	YDR259C	YDR061W	57.062
inter	YPL254W	YLR414C	99.842
inter	YPL075W	YIL048W	80.602
others	YDR310C	YPL033C	112.893
inter	YIL131C	YEL048C	42.452
inter	YIL131C	YHR188C	48.210
others	YGL013C	YOR156C	117.248
others	YNL236W	YIL022W	90.738
others	YBR081C	YER104W	41.072
inter	YIL036W	YML125C	68.377
inter	YDR253C	YJL028W	108.745
others	YNL236W	YKL104C	42.170
others	YLR131C	YOL084W	75.032
inter	YPR086W	YIL152W	97.235
inter	YGL073W	YFR053C	96.504
others	YPR008W	YOL016C	32.696
others	YGR104C	YPL135W	53.448
inter	YDR207C	YJL088W	109.021
others	YOR363C	YDL061C	87.449
inter	YIL101C	YPR143W	79.184
inter	YLR403W	YPL059W	149.641
inter	YIL131C	YGR152C	47.012
inter	YPR086W	YDL222C	50.504
inter	YOR174W	YML031W	101.984
inter	YER159C	YDR379C-A	71.500
inter	YLR403W	YHR126C	119.770
inter	YLR071C	YFR052W	90.930
inter	YIL101C	YHL038C	54.842
inter	YIL131C	YOL122C	62.111
others	YEL009C	YMR173W	120.323
inter	YBR049C	YEL071W	61.047
inter	YLR403W	YFL034C-A	159.342
inter	YLR403W	YKR094C	173.080
inter	YNL216W	YGR027W-A	93.338
inter	YGR252W	YPR165W	92.274
inter	YDL170W	YJL027C	91.204
inter	YIL101C	YGL134W	38.089
inter	YCR084C	YLR044C	59.463
inter	YCR084C	YJL200C	103.428
inter	YGR252W	YDL197C	80.924
inter	YLR403W	YOL086C	130.173
inter	YNL216W	YDR406W	72.046
others	YDR423C	YFL053W	87.632
inter	YIL101C	YGL213C	47.229
inter	YIL036W	YER009W	33.814
others	YGR104C	YER178W	68.545
others	YDR123C	YHR120W	62.603
inter	YLR403W	YGL038C	126.883
others	YGL071W	YBR177C	59.356
inter	YJL127C	YDL061C	89.964
inter	YLR176C	YLL054C	122.828
inter	YJL127C	YLR033W	43.256
inter	YGR252W	YLR377C	67.206
others	YMR280C	YLL026W	102.565
inter	YOL148C	YGR214W	101.166
inter	YDR259C	YPL216W	38.381
inter	YDR259C	YLR014C	120.278
inter	YPR086W	YMR261C	64.024
others	YDL106C	YDR310C	69.058
inter	YJL127C	YPR002W	96.008
others	YIR023W	YLR162W	134.174
others	YMR021C	YBR296C	106.932
inter	YLR071C	YIL126W	37.101
inter	YGR252W	YGL196W	27.672
inter	YDR392W	YDR085C	58.819
inter	YLR403W	YPL160W	110.447
others	YDR397C	YNL077W	106.647
inter	YIL101C	YJR074W	45.515
inter	YBR049C	YHR075C	19.283
others	YJR060W	YNL036W	26.628
others	YEL009C	YMR303C	113.103
inter	YLR403W	YKL122C	162.400
others	YBR112C	YHL024W	72.239
inter	YDR259C	YNL304W	68.127
others	YML099C	YHR136C	35.593
inter	YDR207C	YNL270C	62.680
inter	YIL131C	YPL209C	82.346
inter	YLR403W	YPR036W	159.245
inter	YJL127C	YCR099C	107.836
inter	YIR018W	YER106W	80.727
inter	YIL101C	YNL259C	61.085
others	YNL236W	YDR356W	81.734
inter	YGL073W	YKL096W	95.861
inter	YGR252W	YOR302W	61.377
others	YDR423C	YPR084W	76.206
inter	YNL216W	YCR024C	88.107
inter	YIL131C	YNL110C	47.372
inter	YJL127C	YGR161C-C	96.151
others	YLR223C	YGL188C-A	84.047
inter	YDL005C	YCR073W-A	57.545
inter	YPL075W	YJL008C	89.909
inter	YIL101C	YOR264W	84.462
inter	YDR253C	YPR039W	70.395
others	YMR037C	YDR044W	15.972
inter	YER159C	YER070W	33.746
others	YKR099W	YPL061W	58.546
inter	YGL073W	YLR300W	101.866
inter	YLR071C	YGR013W	40.162
inter	YBR049C	YPR036W-A	60.580
inter	YML007W	YOL004W	27.267
others	YNL236W	YPR158W-B	78.815
inter	YDR259C	YGR099W	105.251
inter	YBR049C	YBR234C	48.235
others	YHR058C	YBR102C	32.401
inter	YLR403W	YMR229C	100.491
inter	YPL254W	YIL015W	107.538
inter	YDR259C	YPL017C	110.448
inter	YGR252W	YKL110C	91.400
inter	YDL170W	YNL080C	97.417
inter	YOL148C	YOL040C	52.505
inter	YML007W	YIL127C	71.683
inter	YDR253C	YPL025C	102.804
inter	YIL101C	YLR209C	110.365
others	YHR206W	YPR009W	81.843
inter	YDR392W	YIL015W	139.243
inter	YIL036W	YDR034C-C	70.783
inter	YDR259C	YPL101W	65.510
inter	YPL254W	YMR065W	68.795
inter	YDR392W	YGL056C	114.087
inter	YOL148C	YLR157C-A	133.495
inter	YGR252W	YBR176W	39.064
inter	YOL148C	YHR010W	96.081
outhub	YPR086W	YIL036W	86.461
inter	YLR403W	YJR145C	134.153
others	YER109C	YML100W	59.687
inter	YPR086W	YOR173W	80.727
inter	YGL073W	YDL082W	94.179
inter	YIL131C	YGL238W	49.428
inter	YDR259C	YBR048W	98.546
inter	YLR403W	YKL185W	158.178
others	YJL110C	YLR162W	111.255
inter	YLR403W	YLL053C	134.961
inter	YML007W	YGL227W	122.260
others	YMR037C	YLR108C	95.572
inter	YPR086W	YCR091W	62.978
inter	YGR252W	YER133W	39.677
others	YKL112W	YLR058C	91.939
inter	YIL131C	YMR214W	88.567
inter	YGR252W	YLR216C	66.447
inter	YPL254W	YNR067C	122.584
inter	YOL148C	YER036C	56.191
others	YKR099W	YDR034C-C	24.858
inter	YIL131C	YHR068W	59.312
inter	YLR403W	YKR039W	178.004
inter	YDR253C	YOL064C	87.023
others	YER040W	YMR316C-A	77.831
inter	YPR086W	YGL237C	101.697
others	YKL015W	YER155C	98.811
inter	YPL075W	YPR052C	25.604
inter	YDR392W	YDR101C	59.510
others	YLR223C	YNL178W	117.939
inter	YIL131C	YML028W	69.436
others	YJR060W	YCL040W	86.933
others	YKL185W	YMR108W	68.541
inter	YJL127C	YLR307W	140.590
others	YNL330C	YER038C	83.944
others	YDR123C	YEL002C	120.376
inter	YIL101C	YDR456W	75.818
others	YNL103W	YGL234W	55.683
others	YLR223C	YML073C	141.400
inter	YOL148C	YJR026W	49.851
inter	YJL127C	YML083C	99.275
others	YPR065W	YMR316W	69.287
inter	YIL036W	YMR108W	104.189
inter	YBR049C	YFL014W	73.163
others	YMR182C	YLR194C	119.009
inter	YLR403W	YPL227C	92.763
inter	YDR253C	YLL055W	94.572
others	YOR380W	YOR379C	0.350
inter	YIR018W	YIL046W-A	40.549
inter	YPL075W	YMR205C	52.157
inter	YDR207C	YJR103W	85.689
inter	YPR086W	YNL305C	91.977
inter	YDR207C	YHR021C	99.369
inter	YDR259C	YOR130C	67.345
others	YIR023W	YPL014W	44.404
others	YHR058C	YBR250W	64.659
inter	YPL254W	YDR012W	81.218
inter	YOR174W	YMR009W	101.046
inter	YNL216W	YOR095C	25.731
inter	YLR403W	YBR082C	105.448
inter	YIL131C	YCL068C	54.562
others	YHR058C	YGL003C	67.855
others	YLR418C	YOR010C	179.058
others	YGR116W	YDR077W	92.105
inter	YGR252W	YIR018C-A	111.958
inter	YLR403W	YHR119W	124.314
inter	YDR259C	YGL068W	110.729
inter	YPL075W	YGL055W	93.756
inter	YOL148C	YJL117W	30.441
inter	YDR207C	YLR346C	123.772
inter	YLR176C	YLR001C	162.188
inter	YBR049C	YEL017W	84.503
others	YOR363C	YCR015C	123.561
inter	YGR252W	YBR035C	85.163
inter	YPL075W	YOR369C	107.732
inter	YDL170W	YLR443W	148.266
others	YNL236W	YNL241C	9.012
others	YGR116W	YBR203W	30.374
inter	YGL073W	YLR344W	102.547
others	YPL248C	YIL169C	95.848
others	YBR081C	YNR001C	89.461
inter	YIL036W	YLR259C	132.024
inter	YIL036W	YKL073W	91.300
inter	YJL127C	YGL007W	75.640
inter	YDR463W	YLR212C	122.335
inter	YIL131C	YBL027W	43.029
others	YGR116W	YDR018C	76.130
inter	YJL127C	YGL074C	51.411
inter	YDR392W	YNL144C	76.688
inter	YNL216W	YGL075C	68.289
inter	YDR259C	YPL139C	51.923
others	YDR310C	YLL005C	138.834
inter	YER159C	YKL008C	105.240
inter	YDR259C	YOR394W	81.971
inter	YJL127C	YJR087W	35.156
inter	YJL127C	YJL119C	6.126
others	YNL330C	YOL127W	46.600
inter	YJL127C	YBR250W	97.717
inter	YOR174W	YDL143W	40.070
inter	YOR110W	YOR046C	35.027
inter	YDL005C	YLR095C	64.645
inter	YIR018W	YLR329W	166.676
inter	YGR252W	YDR475C	72.610
inter	YJL127C	YNL202W	43.994
inter	YBR049C	YER100W	64.110
others	YBR112C	YOR226C	122.278
inter	YDL170W	YIL020C	117.476
inter	YOR110W	YAR033W	108.994
inter	YGR252W	YJR122W	68.217
inter	YIL131C	YCL030C	56.453
inter	YML007W	YPR166C	84.938
others	YNL103W	YGR157W	89.994
others	YEL009C	YHL021C	49.642
others	YOL116W	YDR179C	92.887
others	YPR104C	YBR105C	62.526
others	YMR037C	YLR162W-A	146.692
others	YOR344C	YJR148W	61.713
inter	YDR259C	YPL040C	102.400
inter	YIL131C	YLR091W	9.624
inter	YOR110W	YLR068W	102.577
others	YBR083W	YOL103W-A	82.451
others	YPR008W	YGR138C	95.927
inter	YDR259C	YCR093W	112.539
inter	YBR049C	YPR133W-A	73.735
inter	YOR110W	YOR016C	64.030
inter	YGR252W	YMR131C	73.989
inter	YIL101C	YIL026C	46.106
inter	YIL101C	YPL082C	64.992
others	YDR310C	YOL016C	124.453
inter	YLR176C	YGR284C	47.566
inter	YLR176C	YDR528W	136.299
inter	YJL127C	YER187W	27.121
others	YDR146C	YLR300W	136.078
inter	YPL075W	YMR242C	56.033
inter	YOL148C	YDR226W	97.411
inter	YOR174W	YPR184W	73.725
inter	YIL101C	YDR339C	95.930
inter	YML007W	YKL052C	59.418
inter	YOR110W	YHL019C	101.754
inter	YLR403W	YCL037C	154.248
others	YLR223C	YOR375C	97.515
inter	YJL127C	YKR044W	86.999
others	YMR037C	YLL067C	84.503
inter	YLR176C	YJR095W	135.692
inter	YDR259C	YDR466W	33.235
inter	YDR259C	YBR062C	91.144
others	YNL330C	YKL217W	70.057
inter	YGR252W	YEL044W	90.152
others	YLR223C	YOR096W	158.182
others	YOR032C	YOL084W	35.739
inter	YGL073W	YKL035W	101.030
inter	YDR207C	YBR114W	82.159
inter	YGL073W	YGR038C-A	30.472
others	YNL236W	YER041W	51.177
inter	YDR253C	YLR241W	125.100
inter	YER159C	YPL017C	107.191
others	YNL236W	YCR028C-A	84.415
others	YNL103W	YGR055W	85.566
others	YOR344C	YNL211C	60.523
others	YJL056C	YBR302C	130.619
others	YLR223C	YER091C	104.463
inter	YDR392W	YER056C	105.225
inter	YIR018W	YOR115C	102.314
inter	YDR259C	YNL268W	60.393
inter	YGR252W	YOR006C	115.121
inter	YLR403W	YGL111W	93.236
inter	YOR174W	YDR018C	82.549
inter	YOR174W	YGL129C	69.096
others	YNL330C	YOL014W	110.750
others	YNL103W	YIR017C	93.032
others	YNL330C	YDR144C	67.908
others	YMR037C	YML050W	24.460
others	YNL236W	YBL100C	101.739
others	YEL009C	YFL018C	26.613
inter	YGL073W	YGR081C	23.722
inter	YLR403W	YKL198C	147.940
inter	YPL254W	YCR037C	65.793
others	YNL103W	YPR035W	102.225
inter	YBR049C	YMR085W	64.418
inter	YNL216W	YKR041W	71.249
inter	YIL131C	YAL021C	76.928
inter	YIL101C	YKR035W-A	65.277
inter	YLR071C	YPL058C	83.694
inter	YDR392W	YGR088W	107.286
others	YNL236W	YGR177C	96.426
inter	YGR252W	YGL259W	24.647
others	YNL236W	YLR227W-A	142.762
inter	YDR463W	YMR251W	60.137
inter	YNL216W	YOR344C	55.342
inter	YOR174W	YBR135W	109.666
inter	YDL005C	YHR167W	65.929
inter	YLR071C	YLR096W	24.834
inter	YOR110W	YBR147W	99.759
inter	YPL075W	YGL031C	82.728
inter	YDR207C	YDR153C	17.307
inter	YLR403W	YIL097W	117.226
inter	YOL148C	YGR086C	99.245
inter	YLR403W	YER063W	111.901
inter	YDL005C	YKR050W	41.933
inter	YIL036W	YHR055C	66.286
inter	YIL101C	YER130C	47.857
inter	YIL036W	YGR159C	74.005
others	YNL103W	YHL037C	104.556
inter	YLR403W	YHR019C	154.841
others	YJL056C	YPL274W	113.864
inter	YOR110W	YGR222W	93.542
inter	YCR084C	YIL009W	55.366
inter	YER159C	YDR214W	69.950
inter	YDR392W	YJR045C	106.282
others	YLR418C	YOR236W	128.608
inter	YJL127C	YCR060W	92.231
inter	YDL005C	YDR151C	100.804
inter	YIL101C	YML129C	32.075
inter	YIL131C	YCR057C	49.106
inter	YGR252W	YHR195W	48.029
inter	YDL005C	YMR115W	88.010
inter	YPL254W	YHR214C-C	66.275
inter	YML007W	YJR105W	71.760
inter	YIR018W	YOL017W	39.813
others	YGR104C	YDR050C	91.672
inter	YBR049C	YPR074C	60.767
others	YNL314W	YBR045C	125.590
inter	YLR176C	YGL197W	69.215
inter	YOR110W	YGR083C	106.648
inter	YJL127C	YNL017C	62.473
inter	YOR174W	YMR058W	78.291
inter	YIL036W	YDR225W	118.900
others	YDR423C	YIL155C	105.338
inter	YNL216W	YKL152C	39.373
inter	YIL101C	YBR105C	54.595
inter	YLR403W	YOL040C	162.009
inter	YIL131C	YNL095C	51.458
others	YDL106C	YFL004W	89.208
others	YDR310C	YNL319W	75.449
others	YOR344C	YHL021C	141.984
inter	YGR252W	YOL012C	106.914
inter	YIL131C	YOR273C	81.778
inter	YPL254W	YLR084C	82.374
others	YHL027W	YOR192C-B	119.158
inter	YBR049C	YFL002W-B	75.806
inter	YBR049C	YGR037C	45.781
inter	YNL216W	YBR031W	93.413
inter	YCR084C	YML133C	49.122
inter	YOR174W	YIR014W	119.663
others	YBR081C	YHL044W	50.934
others	YNL236W	YLR286C	142.098
inter	YPL075W	YKL056C	65.442
inter	YOR174W	YBR163W	91.950
inter	YNL216W	YAL054C	65.354
inter	YPL075W	YOL040C	78.924
inter	YOR174W	YMR069W	73.375
others	YNL330C	YDL133W	64.633
others	YJL056C	YOR134W	59.027
others	YNL330C	YGR009C	121.869
others	YJL056C	YOL151W	25.692
others	YOL004W	YKL060C	43.166
others	YBL103C	YJR148W	94.542
inter	YLR176C	YGR180C	53.014
inter	YDR392W	YLR346C	115.364
others	YDR448W	YDR174W	53.939
inter	YJL127C	YJR114W	33.197
inter	YNL216W	YGR203W	62.459
inter	YBR049C	YNR037C	99.147
inter	YIL131C	YGR131W	28.667
others	YER161C	YPL014W	99.135
inter	YPR086W	YBR026C	55.980
others	YGR104C	YER075C	55.139
inter	YIL101C	YLR466C-B	116.130
others	YER169W	YDR525W-A	87.508
inter	YOR110W	YLR213C	158.283
others	YLR182W	YPL092W	123.605
others	YHL020C	YHR067W	43.616
inter	YOR174W	YPR182W	70.756
others	YOR230W	YIR013C	130.886
inter	YML007W	YGL058W	78.495
inter	YOR174W	YML127W	65.030
others	YBR083W	YPR002W	76.271
inter	YIL036W	YNL209W	83.729
inter	YDL170W	YMR250W	78.403
others	YCR081W	YOR383C	92.818
inter	YIL101C	YDR533C	79.013
inter	YOR110W	YMR102C	82.190
inter	YDR392W	YMR050C	87.370
inter	YOR110W	YJL218W	45.937
inter	YBR049C	YML058W	50.342
others	YOR344C	YML039W	134.702
others	YMR037C	YNL044W	85.109
inter	YLR176C	YNR018W	154.318
others	YLR418C	YBR302C	60.884
others	YBR083W	YMR173W	54.081
inter	YIL036W	YLR339C	135.913
others	YOL108C	YCR034W	93.673
inter	YNL216W	YDR012W	69.211
inter	YLR403W	YMR195W	115.321
inter	YPL075W	YGL200C	107.682
inter	YBR049C	YNR052C	101.615
others	YOL108C	YLR215C	155.543
inter	YLR403W	YGR121C	78.995
inter	YLR403W	YML093W	139.510
others	YPR104C	YIL149C	99.528
inter	YDR253C	YHR099W	65.997
inter	YDL005C	YNL077W	85.934
inter	YIL036W	YIL011W	36.798
inter	YOR174W	YGR268C	88.461
inter	YPL075W	YAL038W	89.010
others	YFR034C	YOR385W	118.202
inter	YIL101C	YGR200C	42.417
inter	YIR018W	YDL240W	102.088
inter	YLR403W	YBR008C	160.487
inter	YDR259C	YER123W	91.216
inter	YDR207C	YGR086C	104.611
inter	YGR252W	YJR127C	63.011
inter	YCR084C	YDL182W	89.890
others	YNL236W	YPR020W	86.674
inter	YLR403W	YER062C	112.792
inter	YLR403W	YNL313C	125.039
inter	YGL073W	YKL032C	99.779
others	YPR104C	YPR139C	18.771
inter	YLR176C	YOL147C	150.903
inter	YIL131C	YJR014W	75.453
inter	YDR259C	YJR044C	104.580
inter	YML007W	YDR173C	109.063
inter	YDR207C	YPL092W	63.977
inter	YCR084C	YLR249W	120.877
others	YMR021C	YER150W	81.658
inter	YIL101C	YOR269W	85.403
others	YNL103W	YJL101C	19.598
inter	YPL254W	YBR296C	38.261
inter	YIL131C	YNL274C	53.487
inter	YIL131C	YDR148C	87.561
inter	YDR463W	YMR156C	78.528
inter	YER159C	YHR210C	82.121
inter	YGR252W	YGR221C	5.696
others	YBR083W	YER159C-A	60.942
inter	YBR049C	YDR370C	108.112
inter	YIL101C	YMR045C	62.923
inter	YDR259C	YMR315W	46.904
inter	YDL170W	YAL008W	116.447
inter	YDR259C	YBR273C	88.897
inter	YLR176C	YAL048C	180.504
inter	YDR207C	YLR344W	123.181
inter	YOR174W	YJR001W	102.239
inter	YLR176C	YMR194W	118.872
others	YPR065W	YMR058W	14.041
inter	YLR176C	YKR069W	176.294
inter	YGR252W	YLL002W	114.762
inter	YDL170W	YNL236W	53.412
inter	YJL127C	YLR134W	69.530
inter	YER159C	YPL003W	113.064
inter	YJL127C	YMR158W-B	114.705
inter	YLR403W	YKR024C	167.559
inter	YLR403W	YBR123C	97.913
inter	YIL036W	YGL120C	60.026
inter	YIL101C	YDR367W	99.751
inter	YNL216W	YML089C	85.701
inter	YPL075W	YJR041C	94.432
inter	YIL036W	YML022W	57.172
inter	YLR403W	YOR307C	108.690
inter	YLR403W	YML054C	160.231
others	YOR028C	YBR154C	92.698
inter	YNL216W	YPL143W	67.309
others	YEL009C	YCL040W	37.913
inter	YDR207C	YJL034W	104.747
inter	YPL075W	YCL020W	74.261
inter	YPL075W	YHR193C	52.160
inter	YER159C	YLL026W	86.382
inter	YDR392W	YNL284C-A	52.021
inter	YOR174W	YML011C	116.243
inter	YPL254W	YNL145W	99.892
others	YKL109W	YGL028C	72.327
inter	YDR253C	YKL062W	70.941
inter	YNL216W	YJR139C	16.632
inter	YLR176C	YNL214W	133.002
inter	YBR049C	YBR084C-A	20.935
others	YDR310C	YLR213C	118.797
inter	YIL131C	YER188C-A	47.980
inter	YLR176C	YBR084C-A	99.334
inter	YCR084C	YPR160W	78.132
others	YPL139C	YKL195W	56.773
others	YGL071W	YBR052C	56.707
others	YPL139C	YKL096W	66.337
inter	YDR259C	YER118C	89.740
inter	YLR176C	YCL026C-B	142.809
others	YNL330C	YDR190C	74.716
inter	YML007W	YBR187W	102.955
inter	YLR403W	YPR051W	150.577
inter	YGR252W	YBR132C	59.745
others	YJL056C	YBL029W	80.106
inter	YLR403W	YIL127C	106.647
inter	YER159C	YJL164C	37.776
inter	YLR403W	YCR096C	133.024
inter	YPR086W	YOR220W	92.001
others	YHR058C	YOR213C	115.437
inter	YOL148C	YER056C-A	53.418
others	YOR028C	YLR044C	76.936
others	YEL009C	YER053C-A	57.287
others	YMR037C	YFR029W	50.306
inter	YIL036W	YLR134W	53.208
inter	YDL005C	YLR178C	162.100
others	YLR131C	YJR147W	80.658
inter	YDL005C	YML099C	60.151
